rowid,TIC_ID,TESS Disposition,TFOPWG Disposition,Planet SNR,Sectors,Comments,Full TOI ID,Group Disposition,Orbital Epoch Value,Orbital Period Error,Orbital Period Value,Public Comment
781,181304295,PC,PC,26.0,8,likely large planet radius,605.01,PC,1521.0837900000001,0.00059,3.3838699999999995,likely large planet radius
782,181804752,PC,PC,17.659561,9,,736.01,PC,1546.508996,0.0004440000000000001,4.990069999999999,
783,182943944,PC,FP,56.0,8,possibly off target to N,1017.01,FP,1518.96536,0.00013000000000000002,1.10422,possibly off target to N
784,183120439,PC,PC,53.0,"1,13",,169.01,PC,1327.43797,0.00014,2.25596,
785,183532609,KP,KP,86.546089,2,WASP-8,191.01,KP,1358.920239,0.0005009999999999999,8.159165,WASP-8
786,183537452,KP,KP,171.82695,2,WASP-29,192.01,KP,1356.414736,7.4e-05,3.922743,WASP-29
787,183593642,,,21.0,"2,3",potential odd/even difference,355.01,PC,1355.08121,0.00014,1.03742,potential odd/even difference
788,183675732,PC,PC,22.0,2,,374.01,PC,1356.62212,0.0015,5.4823,
789,183979262,PC,FP,296.107788,"1,2",700 ppm secondary; likely EB; possibly synchronized with rotation,183.01,PC,1326.1042869999999,1.4999999999999999e-05,3.4307760000000003,700 ppm secondary; likely EB; possibly synchronized with rotation
790,183985250,PC,PC,35.477856,2,Tdur is short for Rstar,193.01,PC,1354.2148630000004,1.4999999999999999e-05,0.792072,Tdur is short for Rstar
791,184240683,KP,KP,121.838249,2,WASP-5,250.01,KP,1355.5082029999999,3.4e-05,1.628393,WASP-5
792,184679932,PC,FP,219.955109,18,possibly inflated hot Jupiter; synchronized; possible secondary,1645.01,FP,1791.4255460000006,1.9e-05,2.172142,possibly inflated hot Jupiter; synchronized; possible secondary
793,184952758,PC,FP,9.0,8,Potential Hot Jupiter on the target; or BEB on 184952876; potentially the period is 2.055d with deep primary eclipse and potential secondary eclipse,719.01,FP,1519.89245,0.00372,4.10553,Potential Hot Jupiter on the target; or BEB on 184952876; potentially the period is 2.055d with deep primary eclipse and potential secondary eclipse
794,185405474,PC,FP,43.0,"14,15",1-sigma centroid offset; possible secondary,1303.01,FP,1684.13635,0.00011999999999999999,1.56029,1-sigma centroid offset; possible secondary
795,186000935,EB,EB,24.0,"14,15",,1304.01,PC,1689.3485899999994,0.0016300000000000002,8.876339999999997,
796,186547153,PC,FP,52.0,8,Given Teff = 8323 K; Rstar = 2.14 Rsun the planet radius might be 10 or 11 Re,608.01,FP,1518.54956,0.00014,1.1905,Given Teff = 8323 K; Rstar = 2.14 Rsun the planet radius might be 10 or 11 Re
797,186599508,PC,FP,11.390572,18,check neighbors,1592.01,PC,1794.89641,0.001207,5.631807,check neighbors
798,186812530,PC,PC,52.764706,7,slightly V-shaped; hot star; 12 Re,503.01,PC,1492.0533679999999,0.00015800000000000002,3.6774690000000003,slightly V-shaped; hot star; 12 Re
799,187029841,PC,FP,31.0,18,a/Rs only slightly bigger than 1; short period,1600.01,FP,1791.8009600000007,5e-05,0.36113,a/Rs only slightly bigger than 1; short period
800,188570092,PC,PC,72.0,2,,294.01,PC,1358.78126,0.00054,7.328289999999999,
801,188589164,PC,PC,11.047005,25,low SNR; potential L1,2013.01,PC,1956.4057710000002,0.000392,2.614418,low SNR; potential L1
802,188593930,PC,FP,15.0,2,,320.01,FP,1354.27607,0.00029,1.4650299999999998,
803,188768068,KP,KP,11.0,25,Small planet candidate in a system with RV planets,1462.01,PC,1766.0490309999998,0.000674,2.178256,Small planet candidate in a system with RV planets
804,188989177,PC,PC,101.0,5,secondary eclipse; two stars in the same pixel; depth is 3.6 ppt,433.01,PC,1438.29916,4e-05,1.1740899999999999,secondary eclipse; two stars in the same pixel; depth is 3.6 ppt
805,189013222,PC,FP,17.0,5,May also be on 189013224 in same pixel; v-shaped,949.01,FP,1438.5294199999994,0.00059,1.32076,May also be on 189013224 in same pixel; v-shaped
806,189013224,PC,PC,12.0,5,two stars in the same pixel; target could also be 189013222; need SG1,426.01,PC,1438.52905,0.00061,1.3208,two stars in the same pixel; target could also be 189013222; need SG1
807,190223929,PC,PC,13.0,20,matches with 703728672 with 3 arcsec separation; could be planetary on companion as well; Gaia Rstar = 2.3 Rsun; period could be half (8.5 days),1698.01,PC,1847.6972600000001,0.0012,17.04198,matches with 703728672 with 3 arcsec separation; could be planetary on companion as well; Gaia Rstar = 2.3 Rsun; period could be half (8.5 days)
808,190271688,PC,PC,175.0,11,centroid offset to south west but no stars there,1963.01,PC,1607.2464300000001,0.0001,12.63309,centroid offset to south west but no stars there
809,190430205,PC,PC,11.0,"15,16",Low SNR,1374.01,PC,1712.0686600000001,0.00033999999999999997,1.06884,Low SNR
810,190442486,PC,FP,13.0,"15,16",Minor depth-aperture correlation,1375.01,FP,1715.2530600000002,0.00233,5.457269999999999,Minor depth-aperture correlation
811,190496853,PC,PC,89.0,"8,9",likely large planet radius,615.01,PC,1518.29261,0.00016,4.66202,likely large planet radius
812,190743990,PC,PC,13.0,"15,16",,1376.01,PC,1712.3332899999998,0.00018,1.7386599999999999,
813,190990336,EB,FP,212.0,8,there might be a secondary,585.01,FP,1522.93883,0.00022,5.54714,there might be a secondary
814,190998418,KP,KP,41.675854,17,Qatar-5 b,1463.01,KP,1764.891401,0.000173,2.8793029999999997,Qatar-5 b
815,191146556,PC,FP,49.0,17,slight odd-even,1549.01,FP,1766.83545,0.00036,2.58593,slight odd-even
816,191284318,KP,KP,108.0,17,HAT-P-16 b,1458.01,KP,1766.82154,0.00011,2.77598,HAT-P-16 b
817,192372961,PC,PC,9.0,18,large pc around large star (Rs 6.1),1593.01,PC,1792.2964399999994,0.00099,2.06313,large pc around large star (Rs 6.1)
818,192826603,KP,KP,24.569946,"5,6",,551.01,KP,1438.081975,8.7e-05,2.647186,NGTS-1 b
819,193413306,,,24.0,"11,12",crowded field; marginal secondary,1091.01,PC,1600.1780199999994,0.00018999999999999998,1.7259799999999998,crowded field; marginal secondary
820,193641523,PC,PC,16.469473,11,Radius of the planet might be a bit smaller than 4 Re given the GAIA DR2 R = 0.7 R_solar,824.01,PC,1597.814828,0.000138,1.39293,Radius of the planet might be a bit smaller than 4 Re given the GAIA DR2 R = 0.7 R_solar
821,194203348,PC,PC,9.0,17,Potential level 1; some depth-aperture correlation,1546.01,PC,1764.83324,0.0006,1.13345,Potential level 1; some depth-aperture correlation
822,195199644,PC,FP,17.0,15,Large and slight depth-aperture correlation,1321.01,FP,1712.25971,0.00025,1.19888,Large and slight depth-aperture correlation
823,196286587,PC,FP,17.0,"7,8",twice the period; likely a giant planet; Need to check 196286578,592.01,FP,1496.1748,,10.4,twice the period; likely a giant planet; Need to check 196286578
824,197650870,PC,PC,16.0,"16,17",possible EB,1481.01,PC,1740.1518899999999,0.00054,4.37035,possible EB
825,198008005,PC,PC,159.0,"3,4,5",may also be on 198008002,858.01,PC,1386.45269,4e-05,3.27985,may also be on 198008002
826,198077394,PC,PC,74.0,"2,3,4,5,12",not synchronized; no GAIA radius,322.01,PC,1355.68758,5.9999999999999995e-05,3.9904699999999997,not synchronized; no GAIA radius
827,198108326,KP,KP,91.97117,23,HAT-P-12 b,1844.01,KP,1930.329998,9.9e-05,3.2129830000000004,HAT-P-12 b
828,198153540,PC,PC,8.766944,22,possibly stellar variability,1798.01,PC,1902.029682,0.002172,8.018944,possibly stellar variability
829,198186769,PC,PC,14.0,"14,15,16,17,18,19",TOI 1291 TFOP under investigation; minor flux depth aperture correlation,1291.01,PC,1688.79068,0.0012900000000000001,7.159960000000001,TOI 1291 TFOP under investigation; minor flux depth aperture correlation
830,198206613,PC,PC,7.911191,"14,15,16,17,18,19",scattered light; only S17 and S15 centroids are off,1741.01,PC,1692.38163,0.000627,10.941661,scattered light; only S17 and S15 centroids are off
831,198212955,PC,PC,11.055101,"14,15,16",Possible L1 candidate; very short period,1242.01,PC,1683.7111350000002,5.5e-05,0.381484,Possible L1 candidate; very short period
832,198213332,PC,PC,23.0,"14,15,16,17,18,19",Possible EB; short period; V-shaped; a/R_s = 1.3;,1131.01,PC,1684.0604600000001,1e-05,0.58603,Possible EB; short period; V-shaped; a/R_s = 1.3;
833,198241702,PC,PC,7.4723320000000015,"14,15,16,17",Possible L1 candidate,1269.02,PC,1685.968582,0.00046100000000000004,9.239092,Level 1 candidate
834,198356533,PC,PC,10.789955,"14,15,16",,1437.01,PC,1700.7359829999998,0.002501,18.840142999999998,potential L1 candidate
835,198384408,PC,PC,8.011808,19,Potentially on the neighboring star; possibly has a stellar companion,1689.01,PC,1823.255936,0.005304,9.12381,Potentially on the neighboring star; possibly has a stellar companion
836,198385543,PC,PC,7.3974600000000015,23,,1846.01,PC,1929.202175,0.000936,3.927457,L1 candidate
837,198390247,PC,PC,19.0,"14,15,16,17,18,19",TOI 1453 possible multi under investigation; Potential level 1 candidate; check neighbors,1453.02,PC,1685.4821829999994,0.000185,4.3132220000000006,Low SNR
838,198457103,PC,FA,11.0,"14,15,16,17,18,19",Potential level 1 candidate; very weak signal,1488.01,FA,1683.9199,4e-05,0.47225,Potential level 1 candidate; very weak signal
839,198588220,KP,KP,92.981804,24,HAT-P-67 b,2014.01,KP,1958.080013,0.00018700000000000002,4.810229,HAT-P-67 b
840,199376584,PC,CP,22.0,"14,15",Possible single transit; T0=1693 transit is close to amomentum dump,1456.01,CP,1693.2089999999994,0.00151,12.15601,Possible single transit; T0=1693 transit is close to amomentum dump
841,199444169,PC,PC,18.063879,16,potential L1,1410.01,PC,1739.729664,0.00016,1.216835,potential L1
842,199688472,EB,FP,320.0,"14,15,16,17",odd-even indicates likely FP,1292.01,FP,1685.09032,2e-05,1.44119,odd-even indicates likely FP; TFOP FP
843,199731190,PC,FP,28.0,2,,350.01,FP,1355.90325,0.00031,2.5127599999999997,
844,200322593,,,13.703281,"4,5,6",,540.01,PC,1411.826438,1.8e-05,1.239133,
845,200593988,PC,PC,16.209078,6,possibly marginal,526.01,PC,1470.849292,0.0033450000000000003,7.699087,possibly marginal
846,200723869,,CP,61.0,"3,4",First event is a partial transit,257.01,CP,1385.77602,0.0008,18.37073,First event is a partial transit
847,200807066,PC,PC,8.03063,"3,4",Possible single event (second event is on momentum dump); first event could be systematic,869.01,PC,1404.081157,0.006737999999999999,26.477128999999998,Possible single event (second event is on momentum dump); first event could be systematic
848,201154493,PC,PC,12.0,18,odd/even,1594.01,PC,1792.1989,0.00057,1.51233,odd/even
849,201186294,PC,PC,10.747845,18,Level one candidate,1634.01,PC,1791.5150010000002,0.000106,0.9893299999999999,Level one candidate
850,201233610,,,42.0,2,single event; really big,290.01,PC,1360.59149,,,single event; really big
851,201248411,PC,PC,108.864296,2,TOI 129.01,129.01,PC,1354.552404,1e-05,0.980981,TOI 129.01
852,201292545,,,33.0,"1,2",single event; no period,289.01,PC,1326.6458599999999,,,single event; no period
853,201604954,KP,KP,14.814943,13,HATS-29b,1066.01,KP,1657.832537,0.000392,4.606184,HATS-29b
854,201642601,PC,KP,27.650591,13,HATS-28b,1067.01,KP,1656.989652,0.000252,3.131473,HATS-28b
855,201793781,PC,PC,12.305867999999998,"2,3",known TOI,248.01,PC,1354.8357740000001,0.000404,5.9911980000000025,known TOI
856,202375913,PC,PC,38.0,17,,1527.01,PC,1768.23572,0.00128,5.06203,
857,202426247,PC,PC,10.202595,"14,15,16",2 other stars in pixel; possible EB,1860.01,PC,1683.604225,3.1e-05,1.066211,2 other stars in pixel; possible EB
858,202504234,PC,PC,15.0,"14,15,16",L1 candidate. V-shaped,1293.01,PC,1685.23059,7e-05,1.68494,L1 candidate. V-shaped
859,202563254,,,10.0,"14,15",,1139.01,PC,1686.5734300000001,0.00323,4.473330000000002,
860,203189770,,KP,164.0,"14,15",KELT 21b,1198.01,KP,1686.8419399999998,0.00015,3.61326,KELT 21b
861,204317710,KP,KP,19.77157,2,HATS-32,255.01,KP,1355.983448,0.000324,2.812077,HATS-32
862,204376737,KP,KP,156.594055,2,WASP-6,231.01,KP,1357.3945119999996,6.3e-05,3.361021,WASP-6
863,206352378,PC,PC,53.0,"1,2",V-shaped; need to check if it is on target.,318.01,PC,1327.33174,0.00014,3.74649,V-shaped; need to check if it is on target.
864,206466531,PC,FP,16.0,4,,410.01,FP,1384.6552,0.00011,1.4274799999999999,
865,206474443,PC,PC,51.0,"3,4",,931.01,PC,1413.1587,0.00023999999999999998,3.24512,
866,206609630,PC,PC,96.133141,"1,2",Possible M dwarf; Gaia give this source duplication flag; no radius/parallax available,212.01,PC,1325.491317,1e-06,0.335269,Possible M dwarf; Gaia give this source duplication flag; no radius/parallax available
867,206669860,PC,PC,13.0,2,two events; odd even?,327.01,PC,1362.96027,0.00509,10.06378,two events; odd even?
868,206686292,,APC,32.0,2,synchronized?,298.01,PC,1354.35602,0.00014,1.32901,synchronized?
869,207077681,KP,KP,61.0,2,WASP-144 b,1928.01,KP,1326.053871,,2.27864,
870,207081058,,FP,0.8365879999999999,1,Warm Jupiter candidate with a possible secondary,121.01,FP,1336.139719,0.000529,14.775056,Warm Jupiter candidate with a possible secondary
871,207084429,,FP,9.0,2,the target may be on the neighbor on the north (Rstar 1.3; dmag=6).,381.01,FP,1356.07033,0.00156,4.89388,the target may be on the neighbor on the north (Rstar 1.3; dmag=6).
872,207110080,PC,PC,31.0,"2,3",v-shaped,558.01,PC,1368.2894900000001,0.0047,14.54812,v-shaped
873,207141131,PC,PC,21.0557,"2,3",known TOI,179.01,PC,1354.588395,9.6e-05,4.1373940000000005,known TOI
874,207237016,PC,PC,23.0,"2,3,4",2xP,917.01,PC,1365.00939,,26.410140000000002,2xP
875,207277638,PC,FP,9.0,7,variability; marginal signal; there might be other transit events,989.01,FP,1494.67675,0.00216,3.12154,variability; marginal signal; there might be other transit events
876,207425167,PC,PC,43.356834,22,Single transit; potential multi,1812.03,PC,1716.19578,0.00042,17.57454,Period could be an integer multiple; there's another deep single transit/eclipse in the last orbit around time of 1920
