rowid,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Disposition,Group Comment
28,77044471,1356.0958542714861,0.9890908231386693,2.6873301548580946,0.012017149364664135,2.220152911508822,13.19900036,5738.0,1.18274,10.0,0.3454,0.2253,4.23835993,0.09614326484065278,0.9903521155266464,0.9897513260144052,0.6297546227868192,30.76046330009559,16.277710815130387,1.06,757.044,1.489211,0.640668,KP,HATS-16
29,470381900,1816.6871299083355,0.9897753153728476,2.5023609127264974,0.005120073302664396,0.8377870771027249,13.96640015,3181.0,0.280475,10.0,0.1533,0.4776,4.94797993,0.0942778783510936,0.989406339144962,0.992544266706035,0.9050502227814059,7.331833127802779,11.912642113761475,0.25450500000000004,64.9172,0.007256675509999999,11.5349,PC,centroid offset relative to oot centroid position; no offset relative to TIC position; check nearby stars
30,325680697,1411.5198330372407,0.9951020446380916,1.8244872671430907,0.0054219766668909255,1.172058180564377,9.125,5773.74023438,1.2304700000000002,11.0,0.3495,0.2247,3.50999999,0.06437324858932092,0.994959551994764,0.9953570025019464,2.103252129948461,131.5375145314892,22.52886452996704,1.035,115.124,1.51589012,0.555551,FP,follow-up in progress; possible EB
31,47316976,1355.7636409408358,0.9994895650049308,8.729842390030308,0.19088765426460247,4.175765717564365,8.94799995,6596.0,2.02087,3.0,0.3276,0.218,3.94624996,0.020884197106585137,0.9999017025171532,0.9986968525817824,12.884321527205882,16.571866577033347,5.501552449769788,1.3459999999999999,215.387,6.68996429,0.163091,PC,single transit
32,310009611,1544.4744123902244,0.9995522738653382,2.129509164579339,0.014059474108794934,3.174566860365504,9.51799965,5776.0,0.974901,12.0,0.3345,0.2282,4.40631008,0.019513486447208458,0.9996549390885692,0.9995593209921262,1.1990681650842063,14.303654933827634,12.152784494997046,1.1,115.09100000000001,1.09135914,1.18716,PC,Crowded; OOT variation appears to be rotational modulation and not phased to transit ephemeris.
33,394137592,1332.0867229558755,0.997615701180976,11.531612538138047,0.11776800817641232,8.161434380460937,7.14400005,5479.29980469,2.33604,2.0,0.387,0.2228,3.76999998,0.044589094054003145,0.9978604866800888,0.9979009917431652,0.7423163556523417,111.97928119170295,17.55762748942451,0.96,79.5702,4.431563,0.0753058,CP,
34,415969908,1359.4648426880215,0.9978820026906676,7.200984474195957,0.025579928706754185,1.329076972729478,11.25599957,3644.0,0.380272,4.0,0.1671,0.4201,4.79911995,0.043031729544535435,0.9982378618538345,0.997633892210612,1.1874066867762385,11.300738146117684,12.412078556813556,0.36905,33.773,0.0211145971,6.7112300000000005,PC,
35,432549364,1765.5275174893275,0.9931076106275748,1.2181895812067356,0.004976176317524339,2.1800270268114463,10.22420025,6596.04003906,1.4621600000000001,16.0,0.3215,0.2192,4.24669981,0.07682416950158195,0.9933094305487802,0.993045997240912,2.2189263806633543,164.59056828005984,19.79138034948168,1.376,268.43,3.64599037,0.440187,KP,KELT 1b
36,280097543,1660.1911139643717,0.9996089570664592,9.464203522772491,0.09723285326770714,10.264706543005236,10.38700008,5001.62988281,3.27393,3.0,0.4152,0.2817,3.51999998,0.017848336779906812,0.9996718007908096,0.999649178461622,0.17085121428434216,8.024632095153915,10.12312467413951,,396.213,,,PC,needs follow-up to confirm stellar parameters
37,152476657,1411.724181124172,0.9949024801422988,3.6124279038224927,0.01883363811783356,2.8391278198204084,10.55099964,6450.0,1.6844299999999999,6.0,0.3215,0.2192,4.03775978,0.06606819396767,0.9950105020385576,0.9951983654211042,1.024785111375113,74.08092863650721,15.858430023894398,1.36,381.17400000000004,4.76861763,0.284562,KP,
38,85031598,1816.4138194607763,0.9993447863776724,1.1549334007002914,0.0042680418779068585,1.0827667788728297,7.35430002,4815.0,2.98524,21.0,0.4416,0.2763,4.0,0.022991163298377804,0.9993638528080836,0.9994615073614028,1.762533535261374,30.58660983070257,18.203677157001678,,87.5878,,,PC,Possibly EB; difference image suggests some centroid shift but not consistent between the two orbits; minor depth-aperture correlation
39,160148385,1354.3244800431305,0.985902736930522,3.4239045053781214,0.01423956052767572,1.7258053275823704,11.85700035,5540.0,1.11655,7.0,0.3785,0.2075,4.42136002,0.10877098892195207,0.9866879957068764,0.9868005981234316,0.23993803340950226,81.96065754526289,19.487510987039105,0.98,352.464,1.07336426,0.704038,KP,WASP-96
40,186599508,1794.9100347459866,0.9988525855923159,5.625075684210485,0.037374978087810096,2.76557476184936,9.76636028,5719.0,1.38826,4.0,0.3726,0.2129,4.161719799999999,0.031051432339753493,0.9989704520648692,0.9990028099769848,0.20155453022902547,18.454371990196524,13.336847325905984,1.02,170.592,1.85745549,0.381228,PC,check neighbors
41,440100539,1765.5044465533872,0.999856490536986,1.2920634692253945,0.00532979275612322,0.4141433238547674,8.72819996,5861.62988281,1.20904,14.0,0.3454,0.2253,4.29849005,0.011027146495628573,0.9999142190384592,0.9997707744315644,1.1340149057929751,3.6240217921526234,5.068636430211423,1.06,96.5232,1.5547173,0.599765,PC,Potential level 1 candidate; could be half the period
42,468880077,1441.0512107410877,0.9992080907735488,5.810009733828263,0.02529321828590847,1.7644728075542946,9.40100002,5234.0,0.796856,4.0,0.4136,0.1999,4.0,0.025619281125156337,0.9993449387659359,0.9992562010948742,0.5707421254812569,12.87736711244051,17.759006629352175,0.89,72.4646,0.42175070000000003,1.7589299999999999,PC,need SG1 to check star 468880075
43,120247528,1655.3994128055347,0.9914163082533632,3.5527746795497497,0.01441573014398134,1.6352997743814788,11.52799988,5639.0,1.11499,8.0,0.3862,0.2061,4.37171984,0.08475750517971553,0.9926241672758598,0.99245593770424,0.3353847953282813,56.18193625160622,19.157542714074086,0.98,290.198,1.06268668,0.7069979999999999,KP,Possible secondary and V-shaped
44,81212286,1843.0360226214975,0.9973060454094664,0.6848290680568639,0.0017362747778443266,0.7687368278811681,12.50699997,3541.0,0.380019,36.0,0.1604,0.4325,4.84520006,0.048535848521397834,0.9976735944878476,0.9973924341121396,0.3811382032673855,9.690588909398643,14.829320512374464,0.368761,58.3171,0.02045545,6.71938,PC,centroid offset towards a brighter star (TIC 81212289).
45,323295479,1610.223836608459,0.9918433047194696,12.702402124298017,inf,2.5125773044448314,9.91699982,6086.0,1.06113,1.0,0.371,0.2094,4.45471001,0.08284512839558454,,0.9918690155776804,,60.41409509145904,11.577874259981876,1.01,135.75799999999998,1.058893,0.845298,PC,single transit; possible additional transit in gap; CTOI from Nora Eisner
46,167418903,1599.289094807487,0.9935071518028736,10.992956475791708,0.03567733324476485,1.1523970296725132,11.30900002,5614.89013672,0.9577190000000001,2.0,0.3785,0.2075,4.40404987,0.07381817424888261,0.9938996054768142,,,19.78531553604454,15.703268779171363,0.99,234.418,0.8213652370000001,1.12699,PC,matches with 167418898 but this is likely the source
47,234519192,1354.3002826656145,0.9994613844964998,1.1635775319423305,0.005062229279355957,1.2301705123490474,8.05000019,6495.0,4.05957,23.0,0.3176,0.2406,3.32048011,0.0214475078701301,0.9995479898887538,0.999482393844859,1.5937316441645488,35.27583310691403,14.388486695227625,1.4,292.32,29.001386600000004,0.0209261,PC,v-shaped
48,102195674,1547.4583630362818,0.9717152465952552,4.380576638113334,0.022389653144824884,2.8737197407597157,11.30300045,6159.0,1.22606,4.0,0.3216,0.2301,4.37691021,0.15546030858931226,0.9716612260177722,0.9724167568302312,1.1663807352947249,110.10452418139566,20.17463824437251,1.19,344.134,1.99858654,0.645675,FP,
49,79748331,1656.6677278297648,0.9989871195292716,6.442998866268512,0.02312632343476073,1.964220173696944,9.92800045,4803.0,0.737189,4.0,0.4776,0.1729,4.5207901,0.028678250659521107,0.9990331124210248,0.9992240382687196,0.8645560109387296,12.215785058120352,13.215350057641082,0.74,68.0726,0.230093673,1.84712,PC,Potential level one candidate
50,117979455,1438.2875436057566,0.998735154425838,0.6337030538621017,0.0013044512077800552,0.5818209343460676,8.92399979,5823.0,1.34655,40.0,0.354,0.2157,4.33693981,0.0327127283793299,0.998885994992547,0.998791991701946,0.3662109700084535,13.151769663434985,9.10469038112138,1.1059999999999999,124.50399999999999,2.11569238,0.45299300000000003,PC,needs SG1 to check if target is this star or 117979850
51,36724087,1544.684605812984,0.9989416469172092,0.7681770283059138,0.001845371458745915,0.7322648337407933,10.5340004,3329.0,0.374139,28.0,0.1529,0.4604,4.94957018,0.03038422936522492,0.9990034717189196,0.9990107401027756,0.035888528643585334,13.418057349209668,15.636795732770665,0.362023,21.9814,0.015525986399999999,6.91253,PC,
52,344926234,1517.9410735178342,0.99973702672941,0.9859124794968074,0.004014779778110877,1.6437148643066182,9.10200024,5872.0,0.9280079999999999,19.0,0.3454,0.2253,4.43994999,0.01492721122844624,0.9997595038542124,0.9997401804916356,0.2941565695148381,10.730364427321962,8.230557700054598,1.09,92.8368,0.96907264,1.36386,FA,Diff Image Quality flagged as unreliable
53,183985250,1354.2125527727271,0.9984914726822436,0.7922022208664741,0.0013484040631389638,0.6343624900504883,9.09799957,5422.0,0.980173,33.0,0.3947,0.2049,4.42222977,0.035475896029308486,0.9986238526011769,0.9986128100505676,0.1368663647121062,55.05754194368989,24.944096861675092,,80.26866,,,PC,Tdur is short for Rstar
54,256886630,1713.2034420006491,0.9998331325229592,2.039054013659113,0.016252010307761466,2.6304185335386783,8.26618004,9003.0,2.68092,9.0,0.1791,0.2436,3.9381001,0.012252782096061593,0.9998565111455584,0.9998194588621202,0.7882000403032546,9.6160720551935,9.154074911326745,2.273,301.421,42.541317,0.11796400000000001,PC,
55,30828562,1520.1113138534101,0.9943574310511244,3.1121962286212583,0.00929540492162362,1.3575842202429191,8.10999966,7850.0,1.9240599999999999,6.0,0.2042,0.2456,4.08694983,0.0709050698712586,0.9943293917117704,0.9943348155097947,0.03773737065830124,162.9358369739823,31.367189079239004,2.09,184.125,16.8519115,0.29341999999999996,FP,possible hot Jupiter
56,12862099,1386.5791264389945,0.9842171121649992,2.423599815575303,0.012147502181361514,1.6664167642361711,12.33300018,5410.0,0.9639120000000001,8.0,0.3862,0.2061,4.47918987,0.11493024787775702,0.9853299462796612,0.9855685066347174,0.3891409826642437,65.4708132358819,17.076823122756018,0.96,364.51199999999994,0.754904032,1.0719100000000001,KP,WASP-44
57,362249359,1544.1239399946699,0.9995429908645024,1.041442128849953,0.0032739754700032986,1.1759189384233524,10.09599972,3965.0,0.603336,22.0,0.2946,0.3316,4.68337011,0.0196690992888971,0.9996135493234494,0.9995461576470792,0.5029057336450015,8.489703711825138,12.76003431056126,0.590802,41.7148,0.07743859,2.69007,PC,low SNR
58,122220263,1688.5300467397833,0.9887302151075464,8.202298100332436,0.32793081469158913,2.2422903494956166,9.0360899,6277.0,1.65447,1.0,0.3383,0.2164,4.08924007,0.09794113150745272,0.9888663410735165,,,65.87531059896433,7.791731595501231,1.226,170.732,3.828433,0.270716,FP,Single transit
59,19451711,1491.7052796695389,0.9998771414038192,0.7954157768609058,0.004175227631576128,1.963255097600641,7.35900021,7381.0,1.8621900000000002,29.0,0.2683,0.2357,4.0,0.010346238312011894,0.9998983713752904,0.9998780652313036,0.9825086550063072,15.558895117064116,10.392374878167367,1.681,111.179,9.272689,0.260311,PC,V-shaped and short period; GAIA Rp=1.6 Rsun
60,268644785,1494.137259782053,0.989500606058223,3.3285615299869646,0.0153672821385189,3.36834008305116,10.66699982,6003.0,1.5223799999999998,6.0,0.3276,0.218,4.16978979,0.09471738036627914,0.9898566800455716,0.9895587222686952,1.5036348140946236,133.94738351843137,19.829193260079954,1.33,324.683,3.73879051,0.376947,KP,KELT-15
61,354594208,1765.2328925817474,0.9997345239430596,0.8663048827874335,0.0022221235078062067,0.6447964174684254,9.76119041,6033.54980469,1.22451,21.0,0.3345,0.2282,4.31096983,0.015025928830724329,0.9998100093876172,0.9997342539515998,0.5936897895006281,5.111147768876517,9.967482976795155,1.119,163.083,1.79024827,0.609452,FP,
62,190998418,1764.8922857940918,0.9886617393103696,2.879480521361509,0.013558172825147707,1.986473531864719,12.040100099999998,5583.0,1.1146,6.0,0.3785,0.2075,4.3394599000000005,0.09754811778692764,0.98877459700942,0.9888633065522168,0.1776091203208848,59.82593930807798,17.164356064216427,0.99,367.658,1.08743489,0.714954,KP,Qatar-5 b
63,445822015,1545.0858944917065,0.9993417723459974,1.6633796527778526,0.011152458185046177,2.5408825857839075,10.62199974,5814.0,0.798782,14.0,0.4642,0.1807,4.70965004,0.023163641168007402,0.9993732367988618,0.9994814324821047,0.6158238282371852,9.399091507924682,9.391113733311068,0.79,108.51299999999999,0.3175423,1.5500399999999999,FP,
64,153976959,1683.4056444371558,0.9998362957724146,0.6865008320483551,0.001988697812119744,1.2107605478866743,9.98019981,5142.0,0.8235399999999999,38.0,0.4244,0.1961,4.54621983,0.011627344337869569,0.9998272361598528,0.9998688214873952,0.5617041427700059,5.681400495988712,8.218096954873085,0.87,92.8659,0.427161932,1.5576299999999998,PC,Possibly stellar variability
65,309402106,1330.7623544553126,0.9978953440228572,13.18024330163952,0.0281467839783609,1.210388623295951,8.47200012,7053.0,1.56939,2.0,0.2438,0.2464,4.22462988,0.04297890640696805,0.999436269371326,0.9967505515235259,6.456383762029498,27.417805503910646,4.108765034054764,1.71,157.721,6.86510038,0.442387,FP,v-shaped; period is 216.245 d or an integer of that e.g. P/2 P/3 P/4; two events; probably will be an EB.
66,270380593,1414.1393994500106,0.9946934483249664,3.8349294619367136,0.020442807536133145,2.2564379950876043,10.66100025,4910.0,0.8473799999999999,6.0,0.4508,0.1887,4.60107994,0.06589584807218106,0.9954240132595988,0.995468608439224,0.17956025571052744,56.865396537332856,15.995320471610045,0.8109999999999999,122.066,0.38401799999999997,1.33287,KP,WASP-156
67,7088246,1656.5153786026565,0.9852390738510453,2.159067983790614,0.008074344450689884,1.4050574575533004,13.22700024,5780.0,1.05,12.0,0.3495,0.2247,4.3292799,0.1117518750103248,0.9867682257249162,0.9870091804581972,0.1260533685215967,21.44708570350408,17.183299884510006,1.03,639.004,1.09260833,0.8897440000000001,KP,HATS-23b
68,366622912,1493.2728460417825,0.9772321181121,3.117661042780932,0.01641368677528221,2.008489335289352,13.72500038,4973.0,0.74956,8.0,0.4508,0.1887,4.0,0.13649387636143442,0.9797917624784775,0.9812665293251656,0.8660922375000722,35.74708958689235,15.614077667835154,0.82,442.81300000000016,0.304389417,1.94713,PC,GAIA radius = 0.7 Rsun and Teff = 5000 K
69,290348383,1657.41930486641,0.9986544949712338,10.802260374517934,0.06349833897151846,2.6915237640600203,7.39400005,4867.0,0.8001520000000001,2.0,0.4642,0.1807,4.0,0.03311779618571792,0.9986496838760854,,,38.90696956410636,7.138583440327926,0.78,23.605999999999998,0.310045063,1.52257,PC,Could be on target star or neighbor
70,38603673,1413.073901228156,0.9995043542640912,4.413465275404928,0.08805031317617784,10.379992497274433,9.54199982,6559.16992188,2.08489,6.0,0.3215,0.2192,3.95183992,0.020601491296959,0.9995534140976172,0.9995597434076724,0.11846592167049101,22.96169169226212,7.188963889848334,1.36,286.94,7.2486130000000015,0.150069,FP,
71,404340025,1599.7152387982997,0.9855915788743672,2.6754632524780932,0.007298892397863855,2.769790972620417,10.65400028,6783.0,1.34415,9.0,0.354,0.2157,4.24271011,0.11040944114223894,0.9866267875976448,0.9863473193214548,1.1655048954844955,192.06921930303832,24.573360924079786,1.1,258.777,2.07569385,0.45294799999999996,KP,WASP-108b; only appears in a submitted (never accepted) 2014 paper: arXiv:1410.3449
72,48476907,1548.4162674779434,0.9983918204469294,4.721003025661563,0.016598582217639546,1.3112963690918205,9.39700031,6521.0,1.60132,5.0,0.3276,0.218,4.22040987,0.037069338031771024,0.998647606261546,0.998498529971939,0.584782287356047,16.980706827969122,18.2820697679635,1.31,212.005,4.010831,0.319036,PC,two stars of similar brightness in the same pixel - 48476908 (T mag= 9.486)
73,308050066,1552.0785873806333,0.9927244416421276,11.167034000618855,0.11796149117381115,5.303078866222144,9.97599983,6655.0,1.9134900000000001,2.0,0.3158,0.2206,3.9000001,0.07900750946867394,0.9937364393727884,0.9934930480663324,0.958913812967414,87.45690855750097,15.43353153188812,1.402,320.671,6.470528,0.20010999999999998,FP,
74,35857242,1413.32323884171,0.9915634741587724,3.632728222953279,0.021711919096595308,2.5786121808715308,11.26299953,6272.0,1.4215799999999998,5.0,0.3383,0.2164,4.25770998,0.08474012968201583,0.9918478173030324,0.991607338270978,0.8107524954626963,65.09463639790394,16.738774690436724,1.25,414.23400000000004,2.9342599999999996,0.4351060000000001,KP,WASP-138b
75,296780789,1517.8406836945862,0.9194445703351712,6.790078963525334,0.01970220972603265,0.9515788002150374,12.51900005,3404.0,0.33799999999999997,3.0,0.5221,0.3406,4.91078997,0.2489241581248921,1.0004351816027208,0.8831570746258145,27.497829165902168,97.69069983514507,21.473027196822862,0.33899999999999997,90.03619379999998,0.013819308999999998,8.77909,PC,either a giant planet around an M dwarf or an M dwarf binary system
76,329277372,1739.7655127688324,0.962202909797698,2.8879321189056157,0.017398365129370097,2.5150361407775943,10.50800037,6000.0,,7.0,0.3685,0.5069,4.0,0.17309281744734947,0.9686556119417902,0.9630781757125968,3.343671097539993,92.56367496769457,15.261881948605108,,597.3340000000002,,,FP,Likely EB; Check neighbor; TFOP FP
77,248111245,1573.4859440619114,0.9915527036164544,4.632611299244725,0.03507072502848718,3.425943363238863,12.28100014,6438.0,1.6805400000000001,4.0,0.3158,0.2206,4.10962009,0.0851322425437982,0.9921130859968668,0.9917141740952604,0.51208504410007,27.45484590054729,14.350233811771199,1.41,816.988,5.03307056,0.297082,KP,HATS-27 b
78,51024887,1797.345657400981,0.9216313936519488,8.251269358782562,0.07321372760267586,2.7826797979576208,14.98849964,2990.0,0.16506600000000002,2.0,0.1933,0.5347,5.1358099,0.25755602661034344,0.925021681347158,0.9370240713622224,0.7808059529297599,14.933730863425074,12.24960501107818,0.135848,41.5305,0.00196198071,30.2051,PC,Check neighbors
79,336732616,1327.2492549569827,0.9897778445064884,3.5492807449362784,0.01958827921117945,2.9871234118362286,11.46399975,6351.0,1.27616,8.0,0.3115,0.2298,4.22896004,0.09364425481238577,0.9907258632404958,0.9905648115373602,0.5389058054953687,94.17705857353285,17.002560797821776,1.27,411.211,2.41733646,0.611063,KP,HATS-3
80,306996324,1571.4201670949426,0.9991688790261001,8.23995650408039,0.033617530050651816,2.4119093884642218,9.65200043,3806.0,0.5330239999999999,3.0,0.2315,0.3808,4.7357502,0.026725225180290368,0.9991920154370676,0.9994522751623149,1.2703672571225757,11.091983071255592,8.100091068136152,0.52973,27.1701,0.0504571833,3.49796,PC,Likely EB; but the secondary could be the Third transit is probably not real. 
81,115771549,1740.0522254145435,0.9975055316414588,4.71593411621042,0.025831999053302024,3.2111854555344017,8.37639999,6000.0,,4.0,0.3685,0.5069,4.0,0.04446710574506767,0.997637042102004,0.9976840923451732,0.6348130441395988,85.52430228003806,17.625780492669122,,83.2324,,,FP,"TOI 1409 TFOP FP; Retired as SB2; ""The first TRES observation reveals a spectacular double-lined spectrum with nearly equal components."""
82,294301883,1573.6183139400162,0.9824749354631876,4.464120351121679,0.02235014313710959,2.55743690556204,11.3039999,6070.0,1.09036,4.0,0.3276,0.2297,4.42010021,0.12223096826108135,0.983306301872188,0.9832093310093386,0.27208137396184645,102.24702630041313,20.759490112206684,1.1340000000000001,297.462,1.45408142,0.874791,KP,WASP-55 b
83,97409519,1327.053476500175,0.9835462136727652,3.372608383446709,0.013717093064420594,2.242425268315636,12.14299965,6050.0,1.05985,8.0,0.3276,0.2297,4.45061016,0.11843617299516185,0.9854540305971828,0.98561286100355,0.2659360805809922,86.51483819055063,18.848428399779774,1.17,448.63699999999994,1.44490588,0.9827610000000001,KP,WASP-124
84,140691463,1545.4282415423313,0.9881246117194356,2.083829333593564,0.008348600142205953,1.5719739162994015,11.97599983,5450.0,1.10646,11.0,0.3785,0.2075,4.40967989,0.09983195687986697,0.989226283120792,0.9890049035545679,0.507976987578338,81.58053057610704,18.6713808299542,1.0,355.68300000000005,1.11447418,0.738223,PC,
85,219698950,1574.0131263663184,0.9839632476277704,3.4459191547121795,0.013359129856081564,1.7823070651357766,11.46000004,5870.0,0.913091,6.0,0.3216,0.2301,4.4000001,0.11705811831928467,0.9847264119501248,0.9849261956105396,0.4474779527834723,104.08625105377216,20.598823936478368,1.18,283.971,1.09814644,1.55003,KP,HATS-1 b
86,177244357,1764.704583098106,0.997964765980788,11.624161475856132,inf,0.9638925797666741,9.89309978,6034.0,1.12258,2.0,0.3345,0.2282,4.38684988,0.04160407062062374,0.9979240638924306,,,12.195094622111814,6.619105548561902,1.12,160.251,1.50504851,0.79171,PC,Low priority; other very long transit-like features in the raw light curve; period could be double
87,399144800,1576.1932647379012,0.9978105371116149,6.857498475811398,0.04441360462454469,1.7608687160746812,10.58899975,6270.0,0.989667,2.0,0.3947,0.2049,4.5453700999999995,0.04273912021475671,0.9979154581768742,,,12.646307236138533,5.577568287238702,0.95,161.33,0.7773587,0.980068,PC,Possible EB; V-shaped; crowded field
88,269892793,1792.1299890668736,0.9772555437931684,1.7739427115887765,0.005734898456849935,1.1356398227046485,11.90559959,4769.0,0.687841,11.0,0.4642,0.1807,4.6484499,0.13616219547656652,0.9776987015284616,0.979425801666186,1.7933704574225529,133.13347378061428,21.667166301743077,0.768,152.983,0.22048574699999998,2.3599200000000002,PC,Large; even-odd at 2.46 sigma; v-shaped
89,14336130,1843.8501755124848,0.9996026241501966,8.083427119495603,0.046731244722830745,3.3962298812812612,8.82896996,5878.60009766,1.23517,4.0,0.3454,0.2253,4.28196001,0.01834947357471672,0.9996364089872344,0.9996438266853128,0.09332103355860928,12.675548131577258,15.065478717124936,1.065,104.15799999999999,1.64152217,0.5651520000000001,PC,Slight depth-aperture correlation; small planet candidate
90,467666275,1569.9252521333576,0.999858087796464,1.3823270964852323,0.007460761115923753,2.055272598125259,7.97700024,6711.0,1.77568,18.0,0.354,0.2157,4.06358004,0.010957409356308465,0.99986579388882,0.9998816533682264,0.4344788984378711,10.077907056437548,8.573752677836158,1.1,106.505,3.64486551,0.196471,PC,
91,244161191,1386.3759047019494,0.9825700722157956,2.092891395845391,0.014999907313637541,2.1910878473572573,13.09899998,2955.0,0.300639,10.0,0.1998,0.5387,5.13527012,0.12126078334544572,0.984908998024986,0.9843147139419935,0.4971866289518222,31.136262671452346,7.73587608269682,0.27734699999999995,44.397,0.0061669922399999995,10.2068,O,possible dipper; not a planet candidate; Rstar may be larger than stated
92,117979694,1438.7239960465793,0.9994452929496328,0.9907750579628168,0.00426583129447361,1.8332803257866612,10.45300007,5130.0,0.750197,25.0,0.4244,0.1961,4.61769009,0.0214033833200698,0.9996379711703384,0.9993676418519064,2.522097203641024,13.161054576482224,12.098944162227525,0.845,103.69,0.332126766,2.0013900000000002,PC,
93,257241363,1848.0340099373398,0.9982783687305284,5.582423730462762,0.03323251672292171,2.9061654071735985,8.25580025,5378.0,0.939285,4.0,0.3947,0.2049,4.46095991,0.03789892180874845,0.9985334865496904,0.9984831064842958,0.5332122861804376,58.9184045265094,16.073894182555392,0.93,52.3044,0.6649246999999999,1.12225,PC,
94,270507305,1598.6898844351801,0.993883482920874,1.2284386094118038,0.0038654653734703226,1.0944633708687572,11.45800018,5848.0,1.2741,18.0,0.3345,0.2282,4.33233023,0.07212415609138241,0.9945098531581972,0.9938216174531546,2.237374080973244,59.611176403661204,18.263336952031747,1.09,336.98800000000006,1.84167206,0.5270060000000001,PC,
95,34068865,1544.1373342094614,0.9997897585614643,0.6439009763381822,0.001141334627197843,0.6831760701950169,8.01099968,3518.0,0.457751,35.0,0.1604,0.4325,4.82492018,0.013558968468416059,0.9998063228755758,0.9997946168370988,0.2398918413084745,11.791936534724712,17.881514114809423,0.454797,9.41263,0.02951225,4.74165,PC,"GAIA R*=2.5 Rsun. 25 DR2 sources within 30"" and an apparent small centroid offset. The period and DR2 radius also place the orbit of this candidate right around the stellar surface so the source may be a nearby star."
96,281781375,1328.0433942934962,0.9993049692970803,10.575539828400169,0.05253353875996769,1.4293761345522755,9.19699955,5605.0,1.03654,2.0,0.3785,0.2075,4.39973021,0.02415169802364267,0.9993855215084918,,,6.214891361689918,9.79774915991594,0.98,95.3428,0.920406759,0.8799629999999999,PC,Only two events;  first event is on/near momentum dump.
97,31553893,1663.0256454216712,0.9991674819917672,11.126145076280377,0.1086497697692268,5.719515859943567,9.33699989,5785.0,3.4475599999999997,2.0,0.3704,0.2275,4.34399986,0.02642278329404701,0.999187473103894,0.9993670549280512,1.4453352554346444,16.468127267278348,7.294087090351717,1.06,338.83099999999996,12.5070362,0.025868400000000003,PC,Gaia sets the stellar radius to be larger than 3.191
98,16740101,1683.4425965781247,0.9927488161626664,1.481077368001259,0.001584803558620118,2.5841974090756232,7.58203983,9550.0,2.28773,14.0,0.1687,0.2447,4.10504007,0.08091784816743691,0.992725682167018,0.9930280509079804,5.644841035935003,516.405218692484,39.85102256944385,2.431,204.455,39.221059999999994,0.203034,KP,KELT-9b
99,71431780,1845.8572414890448,0.999677018352852,6.857052899482193,0.04361492500483921,4.103589190739392,9.09941959,5777.0,1.08725,4.0,0.3495,0.2247,4.38035011,0.01653053606419102,1.000025968533912,0.9994122163997748,7.213772132993538,9.40817085023949,8.454309126274557,1.035,100.727,1.18622386,0.805279,PC,
100,219698776,1684.880568721367,0.9989483918966342,2.329955421651734,0.004352980788833172,0.7934398432574203,11.19659996,3489.0,0.49072899999999997,10.0,0.1959,0.4178,4.74553013,0.030161417682501364,0.9986139532145998,0.9994896952110301,2.1362497224829857,7.248979289078389,10.761472976017187,0.48881899999999995,43.1865,0.03215008,4.1364,PC,potential L1 candidate
101,304042899,1573.7999840527273,0.995147954154207,12.439919722244356,0.15408142079302856,6.870766085017716,9.52400017,6746.0,1.5288,2.0,0.3096,0.2225,4.41571999,0.0645862576796258,0.9962248324645101,0.9952116107574014,3.965709525934487,67.87895427056418,14.237082974360163,1.45,220.953,4.39727736,0.405802,PC,Probably EB because of odd-even difference.
102,158297421,1659.8873962414707,0.9683538348126138,3.9206851907611853,0.014921991819248246,1.19083176869661,13.58300018,4444.0,0.6983,5.0,0.5098,0.1592,4.0,0.1594639413793529,0.9698558697135368,0.9712816325582868,0.3913091936104373,23.566822679812518,19.69268687370479,0.69,300.67,0.16980946100000002,2.02639,CP,
103,53189332,1544.646652086742,0.9949815237796864,9.296709248056104,0.07145311271882893,5.19889076873691,10.95499992,6055.0,1.41549,3.0,0.3383,0.2164,4.227950099999999,0.0653571700442282,0.9956973524559576,0.9953682766370486,1.1460022702277295,50.7762463702208,15.11588250683851,1.24,352.181,2.84902787,0.437223,KP,WASP-106 b
104,410450228,1519.435445313497,0.9994731534022064,3.135528670526712,0.011747338951060948,1.355051301963349,10.65600014,7447.0,1.6898,7.0,0.2801,0.2331,3.78999996,0.02138197130268207,0.999628019678388,0.9994827298784472,0.6862528235825238,5.565593813271666,7.196237068716522,1.65,421.349,7.2919160000000005,0.341963,PC,V-shaped; possible odd/even
105,122612091,1387.8292914271944,0.9957354242659404,2.2176261834503674,0.017984353490917426,3.571616290227431,10.45199966,6250.0,2.66047,9.0,0.3704,0.2275,3.98811007,0.05980254415026751,0.9961112384701986,0.9961887486866216,0.5668991738296988,89.98597091477194,13.148029355372788,1.03,434.754,7.08531857,0.05469680000000001,KP,
106,166184426,1600.436790488278,0.997709798329616,8.171520773271466,0.025958111000169204,1.9548846686702797,10.71399975,3625.0,0.31096999999999997,3.0,0.1529,0.4604,4.80736017,0.04469611747205604,0.9971315589582622,0.9994209869782146,4.203569374802257,12.281815732767555,10.782599000805538,0.289172,22.4731,0.010674386299999998,9.61614,PC,two stars in the same pixel
