rowid,TIC_ID,Probability,Unnamed: 0,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
830,319865847,2.172892345697619e-05,9799,2036.7107526721868,0.8789081901415181,1.0262286440832842,0.005022052092381157,2.096290805031087,10.72350025,6468.0,2.40945005,20.0,0.3276,0.218,3.79481006,0.3216658438976865,0.8857770258300799,0.8857022111611865,0.035095590953074705,82.80555404686795,14.384498521503145,1.32,546.3430000000002,9.153974,0.0943673,2,4,292.552077336595,-59.589862048285,12.1256,-30.0336,32.38899974,,,
831,272434749,0.00010588427539914846,9810,2036.2984101229392,0.9881069090422796,0.8659625470209483,0.0048659677923117975,2.258241900892462,13.96290016,3357.0,0.51821297,27.0,0.1819,0.4364,4.72149992,0.10152314544144926,0.9898220260276278,0.9885921083451984,1.3954471234560473,24.058233828293083,9.315257605436528,0.5157649999999999,158.276,0.0307267532,3.70618,4,2,120.60522302690701,-75.5956345759965,-24.7036,25.1863,35.27913775,,,
832,149988104,4.2138824937865145e-05,9819,2039.8361360228048,0.9991335764875374,12.181292373359597,inf,21.473733010540787,11.11499977,3293.0,0.28541601,2.0,0.1529,0.4604,4.94220018,0.027491475586463275,0.9990762942865128,0.9993801793392731,1.5702426694724172,10.343370668655123,9.130857643696556,0.260068,20.2799,0.008630148,11.1854,4,4,90.3289058006102,-60.78590824994289,251.507,-180.96200000000002,309.8435355,,,
833,265489698,8.978300320450218e-05,9841,2037.0693005051014,0.9229376879431206,1.1555931474297587,0.005018439492417093,2.7220635576715324,8.78629971,6558.0,2.15425992,20.0,0.3215,0.2192,3.90500998,0.2568821866426433,0.9303680972737388,0.9303398037632188,0.02047722263242491,209.2128364099969,18.728815005357077,1.36,210.672,7.73347425,0.136034,2,2,321.768194086077,-62.653802427867696,-27.259,7.3373800000000005,28.22924417,,,
834,183799307,0.17257452011108398,9843,2037.2058537967976,0.9991242333170705,1.06412919907308,0.002811938808829461,1.1594358729141216,11.98530006,6460.43017578,1.69377995,22.0,0.3276,0.218,4.09762001,0.027355318282568528,0.9993374335699896,0.9990689833825228,0.8568240821501062,7.1816422471405845,9.99771962242086,1.31,679.487,4.50252533,0.269586,3,4,20.933850811325602,-77.6480610398665,-1.3782299999999998,4.04327,4.27171514,-0.577187,,
835,55497266,0.0007399088935926558,9909,2036.487560958676,0.981372868370448,0.6489863143984027,0.0035734651176035914,1.7294332425201189,9.97381973,3567.0,0.4790180000000001,35.0,0.1671,0.4201,4.75582981,0.12761422621135732,0.9832394537620376,0.9832024121175178,0.25371895463842564,52.948543488313675,10.288937817563687,0.476941,24.5378,0.03346654,4.33919,4,4,71.70699474897721,-60.5696894044347,53.505,113.181,125.1907496,,,
836,41364284,0.00013672499335370958,9953,2036.7792124624427,0.9997788548488042,1.0107761147396528,0.0053443695115973355,2.1098032393553843,7.69840002,7421.0,1.89401996,22.0,0.2683,0.2357,4.11374998,0.013880925202750086,0.9997910083632362,0.9998012468060121,0.3775133412732669,20.807609810671067,10.515607300931592,1.7,133.07399999999998,9.80199,0.250204,4,2,92.8390958468372,-69.7602766515206,-2.02325,66.0259,66.05689223,,,
837,30403412,0.013251137919723988,9974,2036.5283518121319,0.9924449409765675,11.784191662106528,inf,15.747406743397589,12.92490005,3719.0,0.54015702,3.0,0.2315,0.3808,4.7024498,0.08057645989640566,0.9928026101972152,0.9919559491142794,0.9054936096608516,29.03005814364745,9.314763297154274,0.536316,118.385,0.0502851158,3.40299,4,1,74.6519372614888,-70.3565162904392,-11.569,-97.2297,97.9155571,,,
838,33866201,3.591098675315152e-06,2,2036.385751087384,0.9891197909518844,0.7728815887005763,0.002943484409499875,1.611274103492666,13.79469967,3153.0,0.26054201,31.0,0.1533,0.4776,4.97246981,0.09725310136713887,0.9901596372393238,0.9902214449527016,0.0700373827288917,26.386806719014306,11.624911147552321,0.232356,53.3616,0.00604430074,13.1377,4,1,65.6899460161283,-75.12858894155809,169.02700000000002,114.509,204.16277283,,,
839,8170267,1.0318750021109936e-10,18,2036.436587701412,0.9988671028135436,0.768076777207398,0.0007973788584111352,0.4027409776749607,10.30029964,8648.0,2.92309999,25.0,0.1911,0.2468,3.84083009,0.03184543606352715,0.998867019841331,0.9987530201374832,0.4700609240250114,11.552515482517972,11.994435636564429,2.16,798.814,43.0572243,0.08648099999999999,1,1,301.31648449050897,-40.4772917132293,-1.8093400000000002,-3.7448699999999997,4.15905789,,,
840,394496655,3.7055151835829754e-08,20,2036.4464348275367,0.9992993556295204,0.6352083919359747,0.0005649229373269615,0.41895098780043294,9.66160011,8280.0,2.10143995,37.0,0.2147,0.2467,4.10267019,0.02493378084713168,0.9992378619473472,0.9994060141607112,1.0428299787790969,11.887921118290825,12.036729873746513,2.04,420.66,18.700285,0.219827,2,2,319.24627608364,-65.5800973188169,10.4997,-7.29202,12.78347589,,,
841,274013616,0.00036067742621526117,22,2044.5600809955288,0.9977982548991792,12.181229418602117,inf,28.58153767394127,10.61950016,5848.0,0.86834598,2.0,0.3495,0.2247,4.58598995,0.043160009760765436,0.997645032090131,0.9991121922804403,11.307863721893268,27.43701959192196,13.246398857967524,1.06,160.447,0.794529438,1.61893,3,2,353.32659544073096,-79.28071247328221,39.9713,-22.3784,45.8093616,,,
842,254113311,0.8093451261520386,30,2042.0011152053564,0.98472238679933,8.344299709641692,0.03837247823264889,1.5377777080196482,10.14290047,4236.0,0.74192101,2.0,0.4429,0.2201,4.51690006,0.11163195985424494,0.9861688740197918,0.9878976449084732,1.313200338894786,83.99880502793967,22.76010654586328,0.66,58.2609,0.159674063,1.61611,1,1,286.375931663504,-41.4375228598884,12.5383,-27.1797,29.93234135,,CP,Possible multi
843,197979666,0.008298574015498161,51,2037.8606269175275,0.6615711040089012,3.3544076121105517,0.01346821485974603,1.1731985451716316,15.50090027,3131.0,0.300708,6.0,0.1606,0.4974,4.92492008,0.5406069862799715,0.6794535091285985,0.6743098298692819,0.2291447803521693,71.80065500674766,19.663330144394433,0.277426,149.168,0.007829191999999999,10.2026,2,3,325.867098189534,-54.9258869214517,40.6132,-56.4399,69.53340439,,,
844,278137593,0.0005151883233338593,77,2036.9531567873694,0.9034182715726012,0.885899570673648,0.004595849882378711,2.411039642397653,10.9073,7491.0,2.31608009,25.0,0.2683,0.2357,3.94408989,0.2900862807568099,0.9065596748180976,0.9189014624584768,9.573948011052844,50.50422965928063,9.786242921628203,1.72,656.78,15.2181826,0.138441,3,3,107.621917156428,-81.7737526434432,-1.62731,11.2726,11.38945339,,,
845,394017574,6.880402361275627e-05,93,2046.3091148270928,0.9719315503128412,11.927699747133536,inf,21.32397024512491,12.08170033,3568.0,0.35162801,2.0,0.1671,0.4201,4.87235022,0.15665177226571098,0.9797260688366684,0.9706275464726138,3.4789685080777217,20.014225915686094,12.48937106612741,0.336089,45.8846,0.0180534832,7.73044,2,3,329.980900776207,-54.6488098038013,-51.9153,-92.7043,106.25104994,,,
846,114141877,6.161788608646454e-14,136,2036.477147249717,0.9964358787775932,0.6262506861637093,0.0011465065994632484,0.7471635422053776,9.80930042,7079.0,2.44684005,35.0,0.2961,0.2276,3.85676003,0.05547200608762208,0.9970111396434836,0.9963885438743068,2.2307865250411156,24.25329804513521,9.998799555270923,1.57,394.646,13.5454683,0.107172,1,4,295.226449735523,-33.260926787884806,3.50779,-4.24116,5.50381948,,,
847,445586472,0.22491101920604706,166,2042.6252548616867,0.996120477826354,6.617548661108941,0.1547193406478491,13.517925738454595,10.57040024,7051.0,2.40368009,3.0,0.2961,0.2276,3.86944008,0.05787443414254801,0.9962182641352356,0.9972524180233218,4.848907003984695,33.34569118270757,9.057039332016826,1.56,522.06,12.8662405,0.112329,4,3,117.0841554383,-57.2363486625471,-16.9292,8.65461,19.01315563,,PC,need to check 445581470
848,382101519,2.188916550949216e-05,191,2036.4079969357501,0.6988680827649595,0.6721580324836528,0.0021385626725931037,1.8456937842071053,10.40480042,6692.0,2.49626994,34.0,0.3158,0.2206,3.79576993,0.5082923836308098,0.7327927993124025,0.7319383225190971,0.4056101574864412,1734.0732792563015,20.694444891191726,1.42,527.612,11.2590418,0.091288,4,4,80.171336164829,-56.3183408111225,9.17573,15.6216,18.11707503,,,
849,149603524,0.9474508166313172,215,2036.4054319318016,0.9873722823348616,4.409939499702512,0.014963799124640074,3.6731397787114513,9.71090031,6391.0,1.2142700000000002,6.0,0.3115,0.2298,4.37664986,0.1040812089716484,0.9892002578494936,0.9886194479500532,1.4638318193062343,159.7085910566769,25.577130912836534,1.28,175.63099999999997,2.21616721,0.7149260000000001,4,4,87.1399740872908,-63.988440787086,-15.6405,26.0463,30.38149081,0.23999999,KP,WASP 62b
850,138996444,1.1909376262941865e-10,218,2036.4476796097808,0.9991820888940041,0.861664239408363,0.0008483039257543568,0.4718776530475037,6.48780012,7451.0,1.59981,28.0,0.2438,0.2464,4.26292992,0.02679278473823129,0.9992088300614572,0.9992928202004652,0.623289896988168,13.162921103908735,9.181359862693519,1.71,66.8032,7.107069,0.417628,1,2,306.519881567955,-46.6600083153523,24.0584,-21.0413,31.96158501,,,
851,219322317,0.27773505449295044,253,2042.0105619815185,0.9665744095141288,8.546008497947026,0.05599209505012137,3.3206969372438726,12.19029999,5537.74023438,1.66813004,3.0,0.3861,0.2114,3.98038006,0.1671706374304032,0.9710130206197918,0.9709750250401784,0.023701523685699367,80.3072534788835,15.630619496449821,0.97,583.703,2.35768485,0.208968,2,3,328.318755827507,-55.9853797013948,4.73934,-18.7657,19.35491772,0.0593731,,
852,152796589,6.564345676451921e-05,301,2037.0918498690764,0.8525688999218707,1.136978611025376,0.006138700493026228,3.1962297320989554,6.99889994,7663.0,2.67559004,20.0,0.2353,0.2551,3.83608007,0.3599990396149406,0.8652326490955364,0.8649463161131006,0.14376958407419138,167.94204600241378,16.4017951092013,1.79,140.17700000000002,22.2397175,0.0934532,1,3,304.992340035671,-32.6165209441095,-16.9833,-3.6515,17.37141132,,,
853,61327770,0.0007830829126760364,318,2036.287934980983,0.9984039653263028,1.5021392811910257,0.0019502043518218046,0.4834664916770315,9.46459961,7631.0,1.64651,13.0,0.2559,0.2329,4.25536013,0.03738903810093893,0.9983293583274424,0.9981936578487016,0.38230782469086455,14.775720033166586,11.467439984688447,1.78,270.161,8.282236,0.398776,1,1,287.385060385469,-46.7689910336518,11.3382,-9.11293,14.546486600000001,,,
854,159693368,0.07966823130846024,339,2038.18780388622,0.9697474536817692,2.0059402446480696,0.02226726968722037,3.5789941922085444,15.0880003,31000.0,0.18000001,11.0,0.1258,0.235,5.59961987,0.16673051553876514,0.97025103591331,0.9711782030544543,0.253853541557138,22.734635080538894,10.123242399797958,0.47,789.1610000000002,26.9579277,80.5899,1,2,318.344761560416,-40.2553661168991,3.0089200000000003,-12.3364,12.6980457,,,
855,300841202,0.39167192578315735,350,2047.9876206483425,0.9971950430338008,12.123412745052084,inf,14.666911738150553,9.18729973,6309.0,1.26388001,2.0,0.3174,0.2305,4.32808018,0.0489942386652809,0.9969884537229416,0.997815666967436,1.625326139759974,20.206715747305655,10.774928409485133,1.24,137.108,2.28006768,0.6141939999999999,1,4,300.326121687794,-37.3544588841094,22.3414,-22.0878,31.41670038,,,
856,350297677,0.012203937396407127,417,2036.4890818432755,0.9993785949103714,1.0709185840084563,0.007373367835208032,2.9182923109230137,9.64480019,6969.0,1.65041006,22.0,0.2961,0.2276,4.18758011,0.023162479160969515,0.9994557859076542,0.9994132627830442,0.7015553163638826,24.62105493436069,9.121017075825787,1.53,260.584,5.788399,0.340344,4,4,83.66735584357549,-57.6968846429364,-9.8013,1.9414799999999999,9.9917379,,,
857,209169794,0.0006544239586219193,448,2036.50927320802,0.8307867859957632,0.8064548930093155,0.005051349849983844,2.237343559240544,10.38459969,6546.0,3.17641997,29.0,0.3237,0.2388,3.5645298999999997,0.37976364003918417,0.8506697533848816,0.8505716958317201,0.09689756743681598,139.1560108469959,13.893049794013965,1.35,604.887,16.6906757,0.0421232,1,4,298.580873828752,-29.9111154906747,0.258185,-27.0418,27.043032500000002,,,
858,55369219,0.0010005158837884665,469,2037.102554506739,0.9367505607376868,1.9798634972569853,0.0051759473224489705,2.630189638174617,9.25689983,6821.0,2.44448996,11.0,0.3096,0.2225,3.82901001,0.2331879008249177,0.9423648463222102,0.9405608112223662,1.3445727008529107,674.0249738652964,32.964462169922555,1.47,316.274,11.6536951,0.100636,4,4,77.5084853926217,-61.599716265188896,5.27616,7.126469999999999,8.86704229,,,
859,260188633,4.2572958491859936e-09,480,2036.538682151596,0.9986889887047564,0.8269963717957747,0.000803104355187656,0.4441306920465259,9.0017004,7717.0,1.79381001,28.0,0.2396,0.2457,4.19057989,0.03395024713591646,0.9989292913663264,0.9984961047578108,1.6205807974123636,12.404226073180508,10.575180538416381,1.82,244.62,10.2812023,0.315311,4,4,93.24541222000141,-59.5646196754243,-3.04019,14.0787,14.40321315,,,
860,392693384,9.195444476972624e-07,565,2037.134662801794,0.8011940366414493,0.8893704313970713,0.0048636398156466365,2.4859085336812607,11.38860035,6401.0,4.0273900000000005,26.0,0.3309,0.2359,3.33523011,0.4111706188523067,0.8233762494844892,0.822857271882226,0.2197657531967792,51.81052787862314,13.70907311393366,1.28,1116.07,24.5319672,0.0195948,3,2,326.159205894939,-80.5622869495938,-6.22133,2.6653,6.76821772,,,
861,52381400,0.0,605,2047.566538619352,0.9996682545507741,11.98490803199717,inf,20.925280112027146,10.34430027,5965.39990234,1.00100005,2.0,0.3345,0.2282,4.47461987,0.01679697729905767,0.9995014216399346,0.9998797930211244,3.1957655871740016,7.1365735664866845,10.449938307226684,1.09,172.46099999999996,1.14320374,1.08673,3,4,24.021210293305398,-70.5653254483826,-13.2354,-71.1375,72.35827333,-0.34,,
862,260795163,9.967535561372642e-07,607,2036.5518441751321,0.9971258014500196,0.9239017303720818,0.0009309594238688934,0.5068318246582773,12.76099968,31000.0,0.18000001,26.0,0.1258,0.235,5.59961987,0.05139164375243393,0.9976724040938688,0.9966968165918833,0.9035906084472326,8.04759452236866,9.065727541935427,0.47,492.925,26.9579277,80.5899,3,1,347.648340949511,-68.82514817083471,-1.94717,-7.107,7.3689158,,,
863,426017070,0.22659654915332794,628,2037.1457720899325,0.9688102505613728,1.1980150944365209,0.007245475412093194,2.1473786929402583,15.95100021,31000.0,0.18000001,20.0,0.1258,0.235,5.59961987,0.16929341617190732,0.9727835643501176,0.969614692689519,0.5803453718707782,14.972727602336445,10.884576402571966,0.47,5885.3,26.9579277,80.5899,3,4,42.812374874861604,-73.15550790096421,1.7578900000000002,-0.780502,1.9233721999999998,,,
864,355133506,0.0068100588396191606,632,2039.9722851479114,0.9815477129819226,8.01003233098294,0.14599782130172306,17.322252219664676,8.90180016,5827.0,1.00768995,3.0,0.3495,0.2247,4.4526,0.12494621815663096,0.9831142966770796,0.9858932212557184,35.063353795859165,71.89456597306983,10.039205181227713,1.05,87.3438,1.05469811,1.02615,1,2,307.208990737207,-42.145015544940705,28.4808,-62.262,68.46687237,,,
865,232075675,3.788238056579018e-10,643,2036.4802129986465,0.9997006025059176,0.6180301269983244,0.0010892780386902443,0.5008848705813563,8.4968996,7138.0,1.73816001,38.0,0.2801,0.2331,4.15927982,0.0161186896305637,0.999706714606037,0.9997454306505597,0.6769948577122304,12.479296723342054,10.678099989116717,1.59,169.685,7.066139,0.302779,3,4,29.0574006685565,-71.6137094860916,60.3973,17.9795,63.01663485,,,
866,322949743,0.8430341482162476,659,2037.238138681276,0.9970421327780038,1.1360471248952717,0.0038500268598755656,1.4838094817171643,13.2191,3517.0,0.28328601,18.0,0.1604,0.4325,4.94468021,0.05085771320335372,0.996592955166548,0.9977088548631756,1.2664094383525522,9.533776282177248,14.17358540970633,0.25766700000000003,58.3924,0.0110620195,11.334,3,3,124.31167627900801,-82.1893700822718,-106.76,266.41700000000003,287.01169922,,,
867,143356388,3.609633495216258e-05,692,2036.7664295720856,0.9989474323700732,0.9336778887263903,0.0016111279787140442,0.6450598970649888,9.05309963,7588.0,1.75335002,19.0,0.2353,0.2551,4.19583988,0.030418079740298164,0.9989885654808808,0.9989913391816388,0.02378389181570835,18.677617990114697,11.612061315955724,1.76,238.022,9.18205,0.32652,1,1,293.97653731413396,-46.30803845605389,6.673539999999999,-13.2023,14.79313562,,,
868,238180274,0.002153446432203055,719,2037.7267233575305,0.9996153640296076,1.7966452929234418,0.02155846425560804,4.836877239019891,9.93970013,6557.0,2.11613011,12.0,0.3215,0.2192,3.92052007,0.018148382336916884,0.9996210813959286,0.999661413094146,0.5969112593998082,14.700288724496039,9.002671861294285,1.36,329.935,7.457606,0.14352,3,4,54.040249281662,-75.723950108906,-8.94722,-3.4495400000000003,9.589164300000002,,,
869,394702191,0.17825070023536682,729,2037.1012356091885,0.9990183246967832,1.017244381388394,0.005775685828534272,2.2906860226614016,9.83209991,6380.0,1.94849002,20.0,0.3332,0.2167,3.96248007,0.02893421953048408,0.9992927155690452,0.9989029982474376,5.060640666329151,31.274919008192764,9.52995063350521,1.27,289.021,5.66726065,0.171676,3,3,65.0007578465083,-81.5996101879468,39.0508,29.3753,48.86586979,,,
870,341192914,0.05231751874089241,747,2039.8754362506575,0.9425506816213776,5.311642375051141,0.03672327901108652,3.526980844399469,12.19499969,6410.0,2.62782001,4.0,0.3309,0.2359,3.70947003,0.22102928055020413,0.9498633626925234,0.9496540296314352,0.09753075467069124,136.19549806110322,19.0881325309302,1.29,1051.91,10.5030909,0.07108930000000001,4,3,119.15663327179199,-59.83846480613871,-5.44856,0.188236,5.4518106,,,
871,218878052,0.6398546695709229,750,2036.8636399103286,0.9986757421261836,1.1966663476230828,0.005257712017996075,1.1019469022425006,10.31470013,5824.0,3.05256009,19.0,0.3704,0.2275,3.48992991,0.033324836442913064,0.9988456549368224,0.9987796329589058,0.4792002167477972,22.365599447480665,13.441255274532676,1.05,450.851,9.658472,0.0369145,1,4,297.482865484588,-30.4553573414987,20.5323,-5.0987599999999995,21.15591399,,,
872,142019056,1.0522132470214274e-05,774,2036.8860077615714,0.9988557563401224,0.6106303582475635,0.0008318084996469799,0.4210281108438997,11.27089977,7287.0,2.21394992,35.0,0.2801,0.2331,3.96521997,0.03151119764963168,0.9989298126030484,0.9988984497433484,0.11568303090432545,11.012627533782155,16.979643125426296,1.65,737.797,12.4516306,0.15204700000000002,4,2,97.0293659703746,-73.8070328548619,-0.0433842,12.3893,12.38937596,,,
873,29778064,1.0084584573633038e-05,776,2036.3771178614152,0.7867756925894753,0.9892229024407788,0.003712141546128312,1.5449257051754723,11.82549953,5789.33007813,0.89713198,23.0,0.3495,0.2247,4.54938984,0.4247333578666437,0.8084980728982076,0.8081958200520145,0.07202550189303325,109.09229171193441,19.884178063391584,1.04,295.021,0.8145548,1.44034,4,1,64.3548175859268,-66.4046852726898,21.2726,-5.94731,22.08832287,-0.81157202,,
874,370247078,2.952437171188649e-05,779,2036.7503062313147,0.7362752515292725,0.7252699314434778,0.0020677419909960197,1.392699399137344,11.64610004,6407.04003906,1.1911,31.0,0.3115,0.2298,4.39675999,0.4756476331151961,0.7601091162197333,0.7602119000054544,0.02182414414752943,59.05120484744892,19.760058524116886,1.29,432.355,2.15388179,0.7633850000000001,2,2,332.380718247155,-59.4552552705097,19.7032,-15.572000000000001,25.11380645,-0.94,,
875,48939546,0.00028963744989596307,791,2036.556807172165,0.8614057544918665,0.6845058355517848,0.0024964998436637353,1.3122921167932289,16.08799934,50000.0,0.147,34.0,0.1221,0.2303,5.80240011,0.35725866062634776,0.8690672980783207,0.8665969199555749,0.27859585463244696,35.45446538144389,12.811109771524775,0.5,3601.15,121.677254,157.405,1,3,302.828107681014,-31.9350317829075,-0.224494,-4.375380000000001,4.38113544,,,
876,31104764,0.0005962623981758952,793,2041.5484625610584,0.9998088797443098,9.816753418988894,0.2958540591827914,23.62111905169523,7.62080002,5945.0,2.68760991,2.0,0.3596,0.2317,3.61676002,0.012681911547591249,0.9998371638885176,0.9998292117253688,0.2958270873149393,16.16967953666744,9.224475011787137,1.09,102.966,8.1289835,0.05614680000000001,4,1,76.4952845074611,-68.4166395397626,24.0549,44.9567,50.98767585,,,
877,394006041,0.00016213886556215584,822,2039.634736787949,0.9942170978638358,11.787673521836489,inf,20.769596850629394,11.01509953,5664.0,0.85673201,2.0,0.371,0.2094,4.57670021,0.06975619413910904,0.9945271563902286,0.9954134061903952,6.068356286479919,50.74013258452096,10.725622575617397,1.01,184.024,0.6805773,1.60615,2,2,329.274246638695,-58.186076464244096,43.6692,11.4539,45.14632714,,,
878,150437899,4.821968562288004e-13,839,2036.645255204764,0.9951166589478552,0.6080796264201372,0.0011639877250999575,0.9311659195430092,5.95690012,6912.0,3.61788011,34.0,0.2964,0.2488,3.50013995,0.06479483837902435,0.9954944518745392,0.9953668073401344,0.6523053689479634,30.687903465026203,11.091339983602918,1.51,103.092,26.916437100000003,0.0318871,4,3,97.51254650669242,-65.5682397470008,0.412759,60.0318,60.03321898,,,
879,97673330,0.13641425967216492,844,2036.8972797590534,0.999888640129366,3.4219539782566866,0.04259390670898156,6.135380415275341,5.62970018,6580.95019531,2.00585008,7.0,0.3215,0.2192,3.97019005,0.009765114296506491,0.99992610319336,0.9998662333259904,3.843818483643149,9.981907150218497,9.446453921791633,1.37,46.8861,6.798987,0.169757,1,4,297.298378569386,-28.7889711030943,122.553,-97.7689,156.77370831,,,
880,149573659,0.07627011090517044,849,2037.9362180314486,0.9057204652216878,4.372755900519169,0.014795774673824981,2.073393147200888,11.05480003,5415.0,0.94131601,6.0,0.3947,0.2049,4.46371984,0.28045649313211884,0.918031547074187,0.9166920751676296,0.34998491115076075,147.9963426327442,23.354763122491192,0.94,186.324,0.6863720999999999,1.12699,4,4,86.6123151777368,-61.699475010170296,8.58381,8.32663,11.95886957,,,
881,265529454,0.02417867816984653,857,2036.8031253646384,0.999279952985642,1.0319160823884008,0.0038591316401521687,1.6724310260688182,11.46730042,6197.0,2.38735008,23.0,0.3451,0.21600000000000005,3.75778008,0.024724399155949497,0.999312554168848,0.9994274431991672,0.5621723649533468,8.373114179549976,10.660454078822236,1.19,734.857,7.57276249,0.08745739999999999,2,3,330.060603411744,-55.046822213451996,9.330919999999999,-1.55881,9.46023026,,,
882,389471462,0.06520014256238937,859,2036.5897407389762,0.8583327819173102,1.1493625875020022,0.002491163893437953,0.7884887105494459,13.55039978,3278.0,0.37198901,21.0,0.1529,0.4604,4.85276985,0.35153422924877503,0.875199876727809,0.8719896163786072,0.5568614440287499,111.4399400426691,24.74032796095479,0.359555,86.9832,0.0143943047,6.98514,1,2,312.70002468549,-38.085417843753206,-96.6382,-298.047,313.32244718,,,
883,278022607,0.15701237320899966,894,2036.8693404437656,0.9957785135102016,0.8798445240052608,0.006779607318873504,2.393296930985525,9.2475996,6515.0,1.54699004,26.0,0.3276,0.218,4.18619013,0.06005929977377592,0.9961613741575406,0.9963568715845004,3.100879483940077,71.28598224009161,9.799821997312458,1.34,176.28099999999995,3.88445568,0.361941,3,3,104.554825684664,-82.76060265938949,-3.4103800000000004,30.7081,30.89689462,,,
884,441245672,2.7074416721006852e-05,900,2037.3956654105814,0.9178159641939264,1.1234667984770907,0.0072594176085207796,2.8398987862496243,14.67660046,5043.0,1.16129005,16.0,0.42100000000000004,0.2031,4.23246002,0.26051669140879585,0.9280281461026284,0.9181969827046996,3.126978444017123,47.3446238482464,9.844721169859591,0.84,956.143,0.785838664,0.536358,1,4,294.986715921347,-38.8979970660412,1.5082799999999998,-9.85994,9.9746341,,,
885,31672006,0.016353722661733627,903,2038.4628137682294,0.9289066207188286,3.1637577995766333,0.012000613976470564,4.880407429613097,11.26379967,5878.0,2.39621997,8.0,0.3596,0.2317,3.70431995,0.2445940791490269,0.9321422280627596,0.9413152540855844,6.682027815365088,226.70453365868462,21.889447242051677,1.06,610.0409999999998,6.175397,0.0770421,3,4,47.14668060965511,-71.7886084671954,6.36636,2.96702,7.02379864,,,
886,142105158,0.9997859001159668,904,2038.4249191764745,0.9939782934017646,2.9341523241269183,0.015875484301163922,2.1480243803810035,12.31809998,5070.0,0.82624698,8.0,0.4244,0.1961,4.53326988,0.07051968798961551,0.9947048514297796,0.994857904211037,0.3013897036405107,32.450150496636574,14.563209746240934,0.85,251.245,0.406393319,1.50692,4,2,98.78328771041771,-72.45679853734251,15.3574,4.81683,16.09507956,0.27334201,PC,
887,92349924,0.2403285503387451,915,2038.415516635377,0.983941664734914,8.805171583137957,0.04696093864308271,2.3407772003833704,10.81989956,6334.64990234,1.86950004,3.0,0.3383,0.2164,3.99152994,0.11691158924503195,0.9859141825139236,0.9861531055721584,0.2568847850228146,94.85662181518198,21.489287407409282,1.25,399.987,5.07034636,0.191307,1,3,313.659491853484,-32.1232483252463,-9.85743,0.16580799999999998,9.858824400000001,-0.35499999,,
888,30034081,1.8274598915013485e-05,938,2037.5713508958886,0.6460254628192409,2.343954106283373,0.009690487006419612,4.269523346481837,10.59090042,5977.37988281,2.46918988,10.0,0.354,0.2321,3.69435,0.546363090609307,0.6964143142249868,0.6847261382150975,1.505680874229094,469.34280377923204,24.11046483757605,1.1,392.364,7.012061,0.0730687,4,1,73.02886132558051,-70.7312441219622,2.1141,-10.8139,11.01861389,-0.52892101,,
889,269850928,0.9307106137275696,958,2039.7829696932959,0.993914235360744,4.723929403063717,0.058073174993201526,3.786981901480104,13.22469997,5615.0,1.57270002,5.0,0.3789,0.2128,4.04041004,0.07142332097743505,0.99466380770777,0.994451369707767,0.21884817026564565,15.90268326576258,11.495980416110791,0.99,884.523,2.21505427,0.25450700000000004,3,3,69.4272732908082,-80.50785142204991,3.60351,1.24296,3.81185439,,,
890,394517162,7.091909992595903e-06,968,2037.1905126025988,0.6495448212131907,1.187402248382562,0.004628010151613404,1.7633511172018554,11.19569969,6838.0,1.29524004,19.0,0.293,0.2308,4.3836298,0.550224088090145,0.681555381336188,0.6815204150007648,0.004709935038272243,111.99652587910894,21.251158088166807,1.48,407.037,3.30451965,0.681108,2,2,319.331328188854,-62.4227318363954,17.0896,-5.69669,18.01406964,,,
891,350563998,2.1944987060179555e-12,989,2036.669724618249,0.9973522606543048,0.6857681552232406,0.0012513052360424435,0.4730899488011514,10.59609985,7598.0,1.69631004,33.0,0.2353,0.2551,4.2270297999999995,0.048244121629825984,0.9973733977874752,0.9977465056385966,1.4857991810028854,18.912569480839625,9.460319140167943,1.77,447.689,8.639723,0.362628,4,4,86.95552554790609,-53.89252447580029,4.06645,-3.9605,5.67640519,,,
892,299891213,0.0008233672706410289,1001,2036.5547088779251,0.8680984946450663,0.6791340164306683,0.004060305641585882,1.6333303938754398,11.8423996,7149.0,3.86521006,28.0,0.276,0.2529,3.46512008,0.3379451411273276,0.8804627704661283,0.8806712332699614,0.30481729906906985,50.19791523797911,9.497978874739145,1.59,1689.59,35.1577835,0.0275346,1,1,296.44980246786497,-40.9384514859721,10.3882,-33.1143,34.7054976,,,
893,177349901,1.50794346609473e-06,1015,2045.300606121877,0.9649762707344168,11.960279893710425,inf,20.923619519359246,9.8295002,5379.0,0.86103499,2.0,0.3947,0.2049,4.53650999,0.17093774772546513,0.9595396445412552,0.9798251365555628,17.145357063139144,25.57862060626077,13.986578633115851,0.93,98.8761,0.5591684579999999,1.45687,4,2,104.259210243992,-72.0381374352599,-22.6435,-76.0338,79.33389461,,,
