rowid,TIC_ID,Probability,rowid_0,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
2034,219091656,2.702688107092399e-06,14383,1683.8303339705726,0.996788817353269,0.9143252391293124,0.003332268771302993,2.0283261317173857,11.19489956,4777.0,0.73826897,28.0,0.4642,0.1807,4.5881300000000005,0.05116244261646236,0.997175455610018,0.9971612238571742,0.1010745341420798,42.6503051085151,11.310167168650374,0.77,124.055,0.255708665,1.91358,3,2,269.023654004125,71.4659105523043,-32.7894,-17.4022,37.12117074,,,
2035,377159029,1.3151683560863605e-05,14390,1691.7830109453146,0.9865527374641218,8.787828313280627,0.14452898756380073,15.309141005789426,13.82900047,31000.0,0.18000001,3.0,0.1258,0.235,5.59961987,0.11116064746221352,0.9860528595413668,0.9906434190572388,2.32391714159606,17.790918538666112,7.018550416924298,0.47,1760.29,26.9579277,80.5899,2,1,285.613477748443,58.0592121985555,0.11581,-9.3484,9.34911731,,,
2036,230074284,0.08700455725193024,14413,1683.3616765522293,0.9988740091378852,12.899902674112727,0.3818511600170957,6.593891547135912,10.63469982,4889.0,0.68019801,2.0,0.4508,0.1887,4.67588997,0.030354234563800306,0.9994125291970368,0.998710878693564,2.925126061962712,12.298570613500946,7.523661518216777,0.8,93.425,0.2381476,2.54204,3,4,243.90860434123502,70.4248677974975,-154.925,-41.4167,160.36551582,,,
2037,160603519,1.4783108781557532e-06,14421,1683.6188738285293,0.9673872630429704,0.7827652430870822,0.003722500869994039,2.167421741641246,10.8135004,3819.0,0.91205901,33.0,0.2581,0.3609,4.28144979,0.16686910546751282,0.9706642020047292,0.9710730794699588,1.25910301037607,65.30725389015325,12.294724910625947,0.58,75.3893,0.159418762,0.764467,3,3,244.911425661951,76.92128148141408,-65.1351,-109.92299999999999,127.77185598,,,
2038,154009238,0.17073050141334534,14433,1696.2979377241522,0.9989385841329976,13.394971207769814,inf,16.419489178654175,10.90270042,4340.0,0.67342299,2.0,0.4834,0.1895,4.61399984,0.029272228120979318,0.9995051640621004,0.9989533928039858,3.4229006174141112,14.173481018298132,13.163760082693887,0.68,79.8279,0.144953728,2.22662,4,1,205.462793552683,70.08499083691379,-0.984923,38.9109,38.92336332,,,
2039,272846131,2.28652006626362e-05,14436,1683.6752803440866,0.9966280031007032,1.1854127577236269,0.005888567111790088,2.3249697425477125,10.05580044,6162.0,1.24619997,22.0,0.3216,0.2301,4.31618977,0.053676836257402966,0.996971757540218,0.9969084325863103,0.6396106453070265,58.12675255694466,11.430923017858206,1.173,198.606,2.01725054,0.6060810000000001,2,4,297.02182241855803,45.8705989460299,6.31982,44.096000000000004,44.54657496,,,
2040,353650675,2.2642284420726355e-06,14439,1683.6612593119244,0.6622595173847883,0.623050813303458,0.000999115748402335,1.2846329558998084,10.13570023,5217.0,1.42779005,32.0,0.41100000000000003,0.2061,4.07714987,0.5290261344386449,0.6122473823142505,0.7400861688863064,31.34300704763671,795.4673414313324,27.583344445203238,0.888,173.50599999999997,1.360521,0.305086,1,3,288.94802003417703,18.211705198712803,8.06884,-33.001,33.97310966,,,
2041,232983488,5.5933680414455005e-05,14442,1694.7539712984444,0.9996032171690521,11.95485158394039,0.31947370004619113,11.967918561012812,9.89789963,6602.0,1.63472998,2.0,0.3215,0.2192,4.15105009,0.018432719228067967,0.9997080230724849,0.9996194866337804,0.7209810925352437,8.448973336821197,8.09688756624137,1.38,270.432,4.5739220000000005,0.315894,3,4,241.95759918742698,71.5213335364532,-20.9993,11.0133,23.71209348,,,
2042,350738423,0.0011382043594494462,14449,1685.2673002047104,0.9029967075313784,2.614993568597131,0.02367462149093158,6.4703787322374176,10.0468998,6734.0,3.62666988,10.0,0.3089,0.2445,3.47741008,0.28820531330865423,0.9137595433578324,0.9139697678426424,0.17862334524010454,162.24192787098443,11.877540324769955,1.44,649.802,24.3670559,0.0301883,2,4,291.241911982508,50.9334263000305,2.7252400000000003,-10.8994,11.23493896,,,
2043,230064382,1.7476848370279185e-05,14453,1691.6386957433856,0.9998645611115162,13.158797144874635,inf,21.201821282197205,8.87040043,6562.14013672,1.65775001,2.0,0.3215,0.2192,4.13256979,0.010769230251445824,0.9998262871447272,0.9999305055427844,2.2296760580131734,7.126348677761067,8.02651720525293,1.36,167.333,4.591080000000002,0.298526,3,4,229.880313074963,66.2489636409706,-22.4852,45.9375,51.14526494,,,
2044,294178086,1.249271844826205e-12,14460,1683.9459653240524,0.9986994382426032,0.6107727776144828,0.001215503281035868,0.9343277354658271,7.47455978,7190.0,2.3996501,42.0,0.2801,0.2331,3.88433003,0.0335947290067898,0.9987602928657844,0.9988944455256534,1.4416779863794504,29.090303059118053,10.638320458198184,1.609,148.484,13.8645487,0.116443,2,4,300.80468752480203,52.5753621851167,29.3503,13.707,32.3932394,,,
2045,271352080,0.00038272759411484,14467,1684.1215953322017,0.9996043809391458,13.42504555451545,inf,24.30648402327152,8.35589981,5073.00976563,0.70678902,2.0,0.4244,0.1961,4.66891003,0.018075453006948825,0.999686359919457,0.9997754793852688,1.95614352569291,16.957319028764363,7.1913715208209945,0.85,36.8983,0.29808265,2.40741,2,4,294.967604857697,45.1598485081429,122.95100000000001,281.32,307.01447979,-0.0396748,,
2046,198480503,5.9784848296904794e-27,14469,1684.061923951943,0.9988841495868586,11.594916795541158,inf,14.981203854715377,10.07199955,6246.0,1.36122,2.0,0.3216,0.2301,4.25335979,0.030877797614284323,0.9995250322654888,0.9982309599792444,10.832908875957107,24.03188575678741,9.807222439231557,1.211,217.852,2.54072881,0.480132,2,2,262.318470109408,54.1563450102324,-16.1716,-1.9441,16.28803768,,,
2047,111784356,0.0001565047277836129,14490,1683.5495205563245,0.9992355067955104,4.175215533435583,0.07544069700719591,4.529150389978279,9.237580300000001,3918.0,0.580212,5.0,0.2946,0.3316,4.66801023,0.025439516125648747,0.9996848466664036,0.9990995928905292,5.54654125290059,15.74928621918273,7.571234385810702,0.5716359999999999,25.873,0.07147034,2.92657,1,2,292.106335928425,28.902837008264605,-9.53425,-40.6541,41.75712837,,,
2048,229776723,5.4434113466728115e-12,14507,1683.4525548498825,0.9639751265211532,0.7027016312579278,0.0017593766647640567,1.1331661251392395,10.93599987,4728.0,0.90909803,38.0,0.4776,0.1729,4.40051985,0.1710309821355934,0.9687064082272004,0.9686303036745044,0.11191108824406487,40.811675697681714,14.562817223100627,0.758,131.908,0.372071058,1.0088700000000002,3,2,282.86881895543,68.4102620813715,-35.5932,42.1216,55.146215399999996,,,
2049,123096597,0.0,14508,1696.2929593997394,0.9994911844388292,13.424788540684162,inf,14.928473791433506,10.36130047,5021.0,0.84811002,2.0,0.4244,0.1961,4.50232983,0.02049891048795193,0.9997007379987474,0.9994979471701568,1.3864341575223371,8.307503163627906,12.466766033149664,0.8340000000000001,107.743,0.411869526,1.36713,2,3,279.526622366838,42.212916099303605,-48.0526,-207.805,213.28846755,,,
2050,12584344,3.5014807053812555e-06,14509,1683.9490247439685,0.9849169145570648,0.768729120319208,0.0033052979654345505,1.147851507572375,13.60820007,3364.0,0.29157501,25.0,0.1555,0.4459,4.93513012,0.11480572378722655,0.9810237793078912,0.9887104314593576,2.8101903828783663,16.196514825200037,7.2545709335756445,0.267034,65.5,0.009808876,10.7725,1,1,304.956898735874,39.786424494767,138.241,73.8807,156.74479868,,,
2051,289081154,0.007888298481702805,14511,1694.8512765201624,0.9998796738176062,12.03198102761311,0.208872793137358,22.096640071573734,8.57017994,8267.0,1.88672996,2.0,0.2147,0.2467,4.19457006,0.0103328324807076,0.9999218083019832,0.9998625081321152,1.4381343489987786,7.45376377908416,7.2938502350301695,2.032,230.164,14.9798136,0.302548,2,3,277.366930439628,41.4552248256607,-2.22626,24.5754,24.67603126,,,
2052,279980938,0.0004596006183419377,14532,1683.431860022422,0.9996723075739176,0.682017213427785,0.0019713442913442125,1.336856380539374,9.31105995,6786.0,1.69344997,39.0,0.3096,0.2225,4.14398003,0.016784595325580725,0.9997408755602634,0.9996537233846908,1.7030504115531446,15.219637125406349,8.962163063766107,1.457,213.69,5.47892475,0.300014,3,2,297.016250907635,67.7857456709604,26.8258,10.6507,28.86279536,,,
2053,298666521,7.991496318027204e-07,14533,1683.662160131125,0.9960129353873188,5.3993474280120495,0.08021095591161798,5.7931373494149305,11.01280022,5546.0,0.86196399,4.0,0.3862,0.2061,4.55654001,0.057765394705045124,0.9953055760122383,0.9976075717608828,7.347658295509497,23.749894611788672,7.0924959992882455,0.976,178.76,0.6332751999999999,1.52399,2,2,278.404147156849,58.231843022179696,1.91305,41.6661,41.7099946,,,
2054,158271090,0.014124609529972075,14544,1687.791946838774,0.997820492144888,5.6751300600347365,0.13828230641982175,16.17591368810659,10.31140041,7386.97998047,2.91874003,4.0,0.2605,0.2581,3.73299003,0.04354880894037879,0.9978298252931942,0.9982830164674276,5.026344569891643,51.56007705274771,7.104019591615702,1.68,688.747,22.8534946,0.06756530000000001,2,3,286.36080271208,47.2634193564645,-3.5511699999999995,-2.92424,4.60021608,0.027616599999999998,,
2055,229585132,0.0001088345452444628,14545,1691.7388637924948,0.9988866949370008,9.209438745591148,0.2244970138390867,16.20426843594303,10.47319984,4648.0,0.83076,3.0,0.4913,0.1645,4.46834993,0.030007660522574364,0.9987349566786524,0.9995351745498336,6.936549746745527,21.673206544855766,8.48507201140751,0.74,94.7622,0.2902086,1.29064,3,2,271.134511154568,72.4192177142752,-26.0894,33.9426,42.81070996,,,
2056,377257650,0.8023050427436829,14549,1683.631136209628,0.999282893507338,0.6039956349700409,0.001198838458434992,0.6236518357113187,9.44283962,6195.0,1.17974997,43.0,0.3216,0.2301,4.3693099,0.024753416787486875,0.9993590390463328,0.9993516164767244,0.07960586600591622,19.871461330340303,15.552472950512664,1.188,144.249,1.84687185,0.723521,2,1,286.441674591327,54.761118627759,6.14687,29.1876,29.82783942,,,
2057,159578658,0.02770430222153664,14558,1683.6736390904266,0.9907696387613372,0.7115567418742538,0.0041744170119205615,1.9392678571303144,11.88259983,6980.93017578,2.77809,36.0,0.2894,0.2507,3.73527002,0.08918667948420207,0.9919085030531638,0.9916428024356866,1.1947077695393615,62.746862888485786,10.52360201468464,1.53,1184.46,16.51351,0.07135989999999999,2,3,291.04068336815897,44.115725584085205,-5.41686,-11.5022,12.71388914,0.31379199,,
2058,137800226,0.002077431883662939,14561,1686.739155577095,0.995860863997691,10.391912990106867,0.21436769355647198,16.441724847791285,9.88774014,6065.70019531,1.16103005,3.0,0.3276,0.2297,4.36222982,0.05940271397477088,0.9959532411144832,0.9986563803757352,13.821853478607562,47.65303712927944,7.299257998733474,1.132,166.49599999999995,1.64401948,0.723292,4,4,176.61293137419202,59.644740604824,-55.4566,-6.0055,55.78082568,0.2405,,
2059,229785919,3.2747742295669013e-08,14564,1686.830444021441,0.99870836689107,9.639173077956622,0.3148906019491529,14.731170636743526,11.41320038,4052.0,0.65641803,3.0,0.3955,0.2618,4.60305023,0.03263425428517927,0.9988690299819624,0.9985406703202868,1.2359635696586464,15.552628786415832,7.253521274768195,0.63,82.1688,0.104648709,2.2274,3,2,283.648010711182,70.74099542826009,-10.2606,-38.2771,39.62847836,,,
2060,313026572,6.0115918319725284e-12,14572,1688.0901578093853,0.9996754374352668,10.73636650125144,0.2127172153055916,13.392025868776667,9.84022045,6193.0,1.16856003,3.0,0.3216,0.2301,4.37722015,0.01665300223492466,0.99970285344999,0.9996974188699644,0.06198974222894635,10.160202585969804,7.59280060264122,1.187,171.137,1.80967581,0.743872,4,3,144.574318037028,71.9473709895404,-53.321000000000005,-64.5104,83.69420977,,,
2061,243352809,2.2175405320012945e-05,14590,1683.5133386325863,0.8599640467409575,1.0249549395920716,0.004850536070623912,2.1785784539577144,11.3362999,7270.0,1.69763005,26.0,0.2801,0.2331,4.19323015,0.3485984313011789,0.8720476791274702,0.8727583024427749,0.30993751350562065,79.75982578947273,14.196675495682873,1.64,614.2330000000002,7.253009,0.33520900000000003,2,1,290.402009915895,56.843138711555994,-6.73715,-17.0965,18.37605786,,,
2062,424870548,2.275118458783254e-05,14594,1684.8950250499947,0.997797192897874,1.6333411127197286,0.013553097808243429,1.8865504307652672,3.62829995,8260.0,2.84965992,16.0,0.2147,0.2467,3.83597994,0.044210716519506366,0.9975254263946688,0.9975925902142814,0.3583832303472433,31.880524648859293,7.286571820384827,2.03,36.9255,34.05656,0.0877238,2,4,292.426498042958,51.729779717865,20.072,127.51299999999999,129.08311413,,,
2063,284891601,8.788880450083525e-07,14596,1683.7506044433317,0.9980338873676956,0.6205631923834349,0.00198760168177492,1.713737892495374,8.55410957,8702.0,2.10461998,42.0,0.1838,0.2463,4.13017988,0.04201126683969294,0.9981925831079976,0.9981733603313176,0.4240987283197706,74.75841319034238,16.563501575553126,2.18,266.371,22.8832569,0.233849,3,1,260.508469169386,56.62842230729179,3.10299,-11.7184,12.12227064,,,
2064,160520850,0.6434111595153809,14598,1683.6960645860834,0.9995703001349316,12.537659188394427,0.22132645961002595,14.134604723915595,10.08990002,5781.0,0.99349201,3.0,0.3495,0.2247,4.45951986,0.01906692347604029,0.999548663116124,0.99962300921857,0.6944495289421394,10.428223300285534,9.198823164904761,1.037,144.922,0.9931964,1.05751,3,4,240.843739954272,72.4712450167334,5.68037,-7.572019999999999,9.46583806,,,
2065,288471108,0.10970751196146013,14601,1685.6807467701685,0.9739627154004356,3.1347049560040494,0.015059473532685884,2.5770778803141474,11.44950008,6008.0,2.00470996,8.0,0.354,0.2157,3.8792901,0.14842117313733072,0.9770365531357608,0.9772679762396412,0.2673377659450223,144.62446601903738,16.466541972853882,1.11,563.445,4.7175650000000005,0.137774,3,3,271.386343101021,78.2412599689405,-11.6854,25.3753,27.93661438,,,
2066,122673496,0.03922182321548462,14607,1686.5644851471588,0.9992688197758632,8.636285510516407,0.18346987578439225,11.193302443994837,9.00671959,8155.0,1.64723003,3.0,0.221,0.2358,4.30362988,0.025467258028369383,0.9993636922335982,0.9991997166403648,1.1160503100521757,14.94830108214742,7.024149037115487,1.991,239.799,10.8118572,0.445458,1,2,290.73743742272,37.2491027150402,6.8257699999999994,13.8161,15.41024839,,,
2067,462550703,5.049141105217814e-10,14614,1688.052136057198,0.9974864384437876,10.80321446798482,0.17788844983530885,17.698907728973374,13.33920002,3315.0,0.262844,3.0,0.1529,0.4604,4.96953011,0.04682499060847935,0.9975007133847494,0.9984810030793932,1.331690599571737,7.5762658551382875,7.132468577702742,0.234888,49.4487,0.007516661,12.935,3,3,224.7361172652,77.4054118100674,-125.522,45.6657,133.5706878,,,
2068,406999263,8.042596277846313e-08,14623,1684.2669437869274,0.9887263886706296,1.4224081867338148,0.019468314632749558,3.878546117278877,10.2748003,10685.0,2.1581099,18.0,0.1512,0.2621,4.21239996,0.10105915295904044,0.9901411347191336,0.9891465039192554,6.7434065627962685,41.94921028302487,8.780931667090485,2.77,720.263,54.69412610000001,0.275587,2,4,290.543343475415,50.8111496546607,-0.110367,-7.9696,7.97036417,,,
2069,158276780,0.003041935618966818,14624,1684.1102488456588,0.9740430706275168,1.1530074013299672,0.009653983373206,3.1719906704778267,11.54430008,6510.25976563,2.38541007,22.0,0.3276,0.218,3.81005001,0.1489272672072099,0.9767978750154452,0.976925639850912,0.3823246167782729,79.15462875590572,10.615730677351634,1.34,813.4839999999998,9.209025,0.0987226,2,3,286.643317042469,43.4597892023114,-1.80865,-6.19834,6.45682845,-0.125506,,
2070,160603250,7.663676660740748e-05,14626,1693.4270944505347,0.999767230361954,13.3653462403089,inf,22.09673428473436,9.64669037,5998.0,1.08419001,2.0,0.3345,0.2282,4.41161013,0.01406992601864235,0.9997812638407192,0.9998027021868948,0.2919247327645429,8.251092381769894,9.037382107491188,1.106,137.768,1.37065661,0.8678469999999999,3,3,244.514956210487,77.64875698358641,-33.6685,-45.034,56.22836516,,,
2071,165307617,0.050950407981872566,14634,1684.2580472672535,0.9821331239606974,2.4313691221389684,0.04297202011807566,6.699376559137929,11.73490047,3528.0,0.621696,11.0,0.1959,0.4178,4.63297987,0.1243223185878788,0.984433476769772,0.9835969320000222,2.604299747430377,90.00248729599245,7.47930018627545,0.60544,73.795,0.0539467335,2.51963,2,1,299.074896673153,57.8182622212589,108.36399999999999,11.7567,108.99989216,,,
2072,148878979,0.0006878028507344425,14639,1687.5076287813613,0.9997794910646244,13.395043088733615,inf,22.096677826949488,8.72791004,6143.0,1.56877995,2.0,0.3507,0.2158,4.11326981,0.013667496824752741,0.9997539072321208,0.999845239593614,1.9874787571921333,12.572487831409529,7.512627677574532,1.165,136.017,3.15748358,0.301745,4,1,183.673115302294,70.6710831487022,34.2723,-32.0086,46.89499996,,,
2073,27006137,6.7576265792013154e-06,14640,1692.6054257807868,0.9994736770994478,13.425068391185265,inf,22.09679896871469,11.10490036,5263.97998047,0.770446,2.0,0.4036,0.2028,4.6193099,0.02092188357420501,0.9997033661781696,0.9993792101890332,1.9984505636010088,7.97781353665796,7.721528471809909,0.901,151.861,0.4106157,1.97015,2,4,293.841892988796,50.563417020019294,-23.3179,-36.9441,43.68742365,0.039545699999999996,,
2074,30513336,0.00807766430079937,14643,1690.1325993806458,0.9993040536744884,7.088393638485661,0.12306570625911027,11.807092551688099,9.95549965,4680.0,0.81236899,3.0,0.4776,0.1729,4.49361992,0.023771765126090458,0.9993765585919526,0.99912679168438,1.5413288590308916,15.675315056033922,7.764994192460465,0.75,74.157,0.285222828,1.39895,1,2,289.53540862377,34.8403135796749,-10.535,-60.9915,61.89466291,,,
2075,138578906,5.485660494741751e-06,14650,1683.525833230439,0.7391088493820471,0.6174809384781699,0.0010496030684640778,1.5657346936010024,9.09599972,6263.0,1.72035003,34.0,0.3383,0.2164,4.05319023,0.4712343907593272,0.729265304520912,0.7768682765170432,16.32812169703088,2121.262174479912,29.705636056513747,1.22,181.876,4.102594,0.239612,4,4,175.759461217239,60.57686303183579,-4.33707,12.6202,13.34464777,,,
2076,420136838,0.00021760491654276848,14652,1692.8834129850973,0.9996894433305428,13.425221036566873,inf,22.096804200650364,9.52583027,6780.0,1.67481995,2.0,0.3096,0.2225,4.15299988,0.016339851427625368,0.9996973367752408,0.999754260073351,0.8666971373837368,11.750014643786587,8.217466431232637,1.455,235.155,5.34008932,0.309714,3,2,291.814711142364,74.5219031853459,-15.970999999999998,-17.9808,24.049574,,,
2077,141119640,0.005055096931755543,14659,1684.6285502873734,0.9967683623859096,12.592423595483572,0.4691352083296509,13.677163739990485,10.39570045,5454.0,0.82962501,2.0,0.3862,0.2061,4.57940006,0.05200587832023565,0.9968809931694584,0.9978112189633299,4.9461058138611085,34.064897845364754,8.221074380289313,0.953,125.107,0.548679531,1.66897,4,4,165.47734885610902,59.7459482628558,-68.4601,-27.3145,73.70798601,,,
2078,286551784,0.004384568892419338,14661,1683.8457641414368,0.996697729631408,4.458999467903106,0.062009911252785876,9.692906260364618,9.82890034,5112.0,0.91833901,4.0,0.4244,0.1961,4.44655991,0.052222408828984525,0.996985447555766,0.9959016715735168,5.540745868758458,23.80434676408618,12.248851082112784,0.86,95.4623,0.518876255,1.11043,1,4,313.1601373906,20.847402535154604,25.8047,-46.7814,53.42641601,,,
2079,185403173,6.0703769122483216e-05,14679,1687.4138098120325,0.3350657971374702,4.571024923270499,0.03207968828717034,8.838744481077939,9.07151031,7680.0,3.43277001,5.0,0.2458,0.2616,3.6222898999999997,0.7625370783967516,0.3581002934451181,0.34965259769592466,0.6510979716584051,172.42003524011375,19.09194986707244,1.801,466.358,36.93414310000001,0.0445227,2,4,301.741379361722,46.299485348125,-4.72795,-7.36993,8.75610526,,,
2080,353853816,3.293907502666116e-05,14699,1684.6888430458132,0.9995112790239782,4.650120123272537,0.09573131342599164,7.913925963108946,10.4829998,5477.27001953,0.94007599,4.0,0.3862,0.2061,4.47355986,0.020224211484808473,0.9994780593835793,0.9995971018909982,0.9377315305694458,9.751117906725208,7.438232295469183,0.959,149.111,0.7166001000000001,1.15433,2,2,271.122390781988,59.0536191318043,-62.8747,14.292,64.47859462,-0.223,,
2081,199716496,1.0926726645266173e-05,14702,1684.3805387918924,0.7738734622010458,1.045549201352754,0.00348892217224972,2.1389471850842985,10.63819981,5764.0,1.60014999,24.0,0.3662,0.214,4.04341984,0.4364159085514633,0.7982838344636133,0.7985285064165658,0.05466325540274058,123.56102936545601,21.18628180689284,1.032,298.091,2.546327,0.25188,3,1,254.391167552351,59.5310685980902,-19.3211,37.7358,42.39452213,,,
2082,311234001,0.13973693549633026,14704,1683.5256227135642,0.9981335400560408,12.592479446460214,0.2482747206606195,14.731100157988045,8.82577038,6387.0,1.40541995,3.0,0.3332,0.2167,4.24899006,0.0398967185101007,0.9980120068846002,0.9987943993079624,12.129990921006296,53.38541544657633,8.102746799057494,1.278,135.486,2.96138358,0.460376,3,1,253.551567347431,68.8317978411763,55.361000000000004,-47.681000000000004,73.0637946,,,
2083,366119193,7.004941626753691e-10,14721,1684.007088971446,0.9983003222248886,0.7623185693929941,0.0015137997831111696,0.5036554841466612,8.452099800000001,7447.0,1.62835002,25.0,0.2683,0.2357,4.24680996,0.038482475459507816,0.9982973483476344,0.9984070881029856,0.4420520365938741,16.41230266305273,8.940309775866073,1.707,165.298,7.3470645,0.39536,2,2,273.789274371502,52.156923743442896,-5.29628,14.8201,15.73804136,,,
2084,159453120,0.0001083308015950024,14727,1694.4029096824472,0.991974964548054,11.553676432781446,0.30874512267081394,24.306445412688927,10.03600025,4993.0,0.757029,2.0,0.4508,0.1887,4.59891987,0.08103550308189893,0.995149350017562,0.991074723799128,31.533159733787084,33.739655330686425,7.667604363421402,0.83,82.4865,0.32089707300000003,1.91311,3,3,242.58234180288397,80.5354858235805,-19.2906,38.8304,43.35812741,,,
2085,313355857,0.0056580593809485435,14729,1693.4598223205344,0.9990262494187072,13.42502548963624,inf,24.306398234035363,8.38187981,6597.0,1.97897995,2.0,0.3215,0.2192,3.98379993,0.028875986957351062,0.9991897607103308,0.9990992000712252,1.8656854876590243,42.56002413440383,13.365459160375568,1.376,163.814,6.68288231,0.177539,4,2,179.499467913468,73.7817206290231,-13.3574,-4.491569999999999,14.09235026,,,
2086,299160382,3.838868906314019e-06,14747,1683.6625453037675,0.9995444244219152,5.372790084971308,0.08932142708552604,7.304715036397816,10.54660034,3923.0,0.62077099,5.0,0.2946,0.3316,4.63374996,0.019638225803298243,0.9994069989300278,0.9997456440938459,2.6710447528705408,9.659514267130234,8.097302133704567,0.6047140000000001,52.557,0.08223009,2.52788,2,4,289.273325877785,50.724346126633606,83.5313,142.842,165.47300397,,,
2087,290762577,0.06686974316835402,14758,1683.4034129155468,0.9985872868251828,0.6911142914113737,0.0020064765493424948,1.309309974860555,12.0802002,3370.0,0.34770101,29.0,0.1555,0.4459,4.87621021,0.03513544375433285,0.9985500167881204,0.9987717016344648,0.5404739301650552,9.07813075183036,10.302942785999068,0.33155100000000004,41.909,0.014048378,7.88738,1,4,309.849215028558,29.764585772717098,244.87599999999998,-329.796,410.76715666,,,
2088,233721037,0.05342135950922966,14779,1689.1275548602716,0.9998220914208248,13.276361353071149,inf,18.26172905992309,8.80613041,6395.0,2.12039995,2.0,0.3332,0.2167,3.89312005,0.012317605346150385,0.9998422985529452,0.999832848841227,0.19703180535151346,9.233363169972137,8.976739367397967,1.2819999999999998,203.217,6.77470732,0.134474,3,2,276.394146146524,64.6367346860391,-9.76269,33.8897,35.26785905,,PC,
2089,142519290,1.1432553947088307e-05,14789,1695.0715484023738,0.9991933852421768,13.395167854664061,inf,36.846268412446435,8.2823,6361.0,1.23649001,2.0,0.3115,0.2298,4.35749006,0.026305282997489386,0.9994217044843741,0.9997544167214072,8.567580665625954,29.703096143609592,7.519402331618142,1.27,93.2256,2.25516534,0.6717850000000001,4,3,163.36260106034402,72.4051211390415,28.6866,18.7948,34.29526974,,,
2090,300409707,8.110290947403725e-33,14795,1684.3594392055004,0.9666851069551178,10.874111188747742,inf,17.037089272266215,12.89640045,3029.0,0.18262599,2.0,0.1933,0.5347,5.09729004,0.1679267436051821,0.9894413626798192,0.9490806110532144,20.062256010374405,39.17848910976193,8.446398191803244,0.152177,22.8537,0.00252939714,24.984,1,3,289.866082025406,14.633886825095802,503.305,-67.5507,507.81790053,,,
2091,351055073,2.472009509801865e-05,14806,1683.6326815023535,0.9954951683650716,0.9068509113875532,0.006176384579072547,1.5045347096677872,9.22006035,7179.33007813,1.79848003,18.0,0.2801,0.2331,4.13372993,0.06252373799017248,0.9956779602704552,0.995823194186323,0.7129402085920303,32.256207070979784,7.8504841653793775,1.605,242.194,7.74177027,0.275905,1,2,291.89178806115297,37.55678614900321,8.59716,4.58591,9.74380473,0.48300001,,
2092,147612587,2.779575538625068e-07,14820,1691.1844806113572,0.9979616085547178,13.425150142040579,inf,24.3065044677426,9.41135979,6299.0,1.19623995,2.0,0.3174,0.2305,4.37445021,0.0417662713883072,0.9989746633292946,0.99762828160474,19.771638607638934,28.610658735045906,8.380969919134406,1.236,147.739,2.02963257,0.7220449999999999,4,3,149.350672409222,71.7857235846117,10.936,10.7722,15.3504524,,,
2093,230072083,0.0,14823,1696.3233113204824,0.9990701829600722,13.424941891327979,inf,8.991674289977547,10.70720005,4356.0,0.767977,2.0,0.5098,0.1592,4.49987984,0.02733384322562973,0.999292079979594,0.9991101759677092,0.7916299451147627,10.201471360984517,12.97056642863365,0.68,83.9482,0.191312253,1.50129,3,4,243.89797658095299,71.23246365920009,1.0857299999999999,84.7824,84.78935169,,,
2094,233569141,0.1024688333272934,14839,1684.1917987230213,0.9895408500278238,8.23356397533929,0.08573510524078021,9.130876079031015,9.30720043,6695.0,1.74260998,4.0,0.3158,0.2206,4.1076498,0.09472909815782476,0.9993554777159698,0.9819062989637736,87.36027812798832,107.60516377236242,11.985631253960968,1.419,224.738,5.49662066,0.268154,3,2,281.719844860715,64.8922888979431,-3.11286,-7.30605,7.941553,,,
2095,157853745,1.6326341665262591e-06,14840,1683.5711435268686,0.9983138524534628,0.8881360354308506,0.0044051853131735754,2.4563693033986933,10.86310005,3229.0,0.219813,29.0,0.1533,0.4776,5.03035021,0.03828535049081911,0.9984392545882904,0.9984192305721488,0.1335780551846158,26.649172072524692,9.108561280125699,0.18897,12.4865,0.004732315,17.7923,2,3,280.405829443535,39.703374146106,-258.586,-180.533,315.37102512,,,
2096,272748035,4.5065515763553784e-09,14847,1683.8093883756987,0.9996330950718678,0.6102544796703835,0.00048591977379591755,0.40871168309441697,7.09557009,8119.0,1.75144994,40.0,0.2147,0.2467,4.24728012,0.01804330506902001,0.9996616558060692,0.9995431168508614,1.2799645794622647,12.061158747608204,9.788747374682993,1.977,107.055,12.0088787,0.367968,3,4,236.190402665318,68.6800104691447,-42.0611,67.28699999999999,79.3516005,,,
2097,219774920,0.0001249191991519183,14848,1686.77593703371,0.9995697874151148,5.751831303044377,0.1342604103253544,10.69477664618378,8.1218996,5948.0,1.40011001,5.0,0.3599,0.215,4.18316984,0.0190574254336722,0.9996207847615622,0.99956592938877,1.5381499637372336,28.755197750786877,7.242697539377335,1.09,87.7783,2.21056,0.397137,3,1,263.622592804434,65.26137521604551,-44.2579,-8.201789999999999,45.01145489,,,
2098,280068700,3.164469351162914e-14,14887,1684.3064424724869,0.9965633046657816,0.9871331925089618,0.0009226554680793476,0.5215350874331046,7.51539993,7650.0,1.99197996,26.0,0.2353,0.2551,4.09211016,0.054963870256239264,0.9970261303523879,0.9965801023751693,1.7838149002664785,21.48441066343215,11.556370966200948,1.789,135.651,12.243656199999998,0.226336,3,2,298.143623740518,66.70521430700279,3.8200800000000004,-22.2344,22.560176300000002,,,
